Address,Name,Salary,Category,Education,Experience,Company Name,Description
顺义,牛栏山食品厂招聘普工,6000-8000元/月,普工/操作工,不限,不限,北京睿达立业企业管理有限公司,桃李面包厂急招普工岗位职责：主要生产面包，打包成品，工作简单！面试要求18-40周岁，身体健康，能接受两班倒福利待遇包住，厂内宿舍，4-8人间，可以洗澡，有空调，水免费，电费均摊；福利食堂每餐3-6元综合薪资6000-8000！厂区地址：北京顺义牛栏山
顺义,顺义食品厂招聘普工包吃住,6000-8000元/月,普工/操作工,不限,不限,北京睿达立业企业管理有限公司,桃李面包厂急招普工岗位职责：主要生产面包，打包成品，工作简单！面试要求18-40周岁，身体健康，能接受两班倒福利待遇包住，厂内宿舍，4-8人间，可以洗澡，有空调，水免费，电费均摊；福利食堂每餐3-6元综合薪资6000-8000！厂区地址：北京顺义牛栏山
顺义,牛栏山食品厂招聘普工,6000-8000元/月,普工/操作工,不限,不限,北京睿达立业企业管理有限公司,桃李面包厂急招普工岗位职责：主要生产面包，打包成品，工作简单！面试要求18-40周岁，身体健康，能接受两班倒福利待遇包住，厂内宿舍，4-8人间，可以洗澡，有空调，水免费，电费均摊；福利食堂每餐3-6元综合薪资6000-8000！厂区地址：北京顺义牛栏山
顺义,牛栏山食品厂招聘普工,6000-8000元/月,普工/操作工,不限,不限,北京睿达立业企业管理有限公司,桃李面包厂急招普工岗位职责：主要生产面包，打包成品，工作简单！面试要求18-40周岁，身体健康，能接受两班倒福利待遇包住，厂内宿舍，4-8人间，可以洗澡，有空调，水免费，电费均摊；福利食堂每餐3-6元综合薪资6000-8000！厂区地址：北京顺义牛栏山
亦庄,车间恒温工作简单男女不限,4000-6000元/月,普工/操作工,不限,不限,京东方晶芯科技有限公司,工作内容：生产液晶显示器，工资待遇：1.底薪＋绩效＋加班费，工作日1.5倍，法定假日3倍，一月薪资在4000-6000。2.15号发工资，厂区直发！3.包吃：菜品丰富。4.包住:4人间，中央空调，洗澡室，电视俱全，距离厂区步行5分钟。招聘要求：男女不限，年龄20-30，身体健康，无，无明显纹身烟疤工作地址：北京大兴亦庄
亦庄,无费用+月薪过万+包吃住,8000-9000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"【无任何费用 ，短期工可日结，人走账清，包吃住】1、岗位要求：18-48岁，无经验，不体检，无费用，当天入职，包吃住，长期工有五险一金。2,、薪资待遇：短期工：7天，300/天，压5天后日结，到期结清，管吃住。长期工：保底240-300一天，有年终奖，绩效奖金，加班费，节假日补助，综合工资7500-8500，有五险一金。3、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，不计件，无定额，轻松不累。"
黄村,大兴招拉地牛280管吃住,8000-9000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"【无任何费用 ，短期工可日结，人走账清，包吃住】1、岗位要求：18-48岁，无经验，不体检，无费用，当天入职，包吃住，长期工有五险一金。2,、薪资待遇：短期工：7天，300/天，压5天后日结，到期结清，管吃住。长期工：保底240-300一天，有年终奖，绩效奖金，加班费，节假日补助，综合工资7500-8500，有五险一金。3、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，不计件，无定额，轻松不累。"
亦庄,当天发薪+280管吃住,8000-9000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"【无任何费用 ，短期工可日结，人走账清，包吃住】1、岗位要求：18-48岁，无经验，不体检，无费用，当天入职，包吃住，长期工有五险一金。2,、薪资待遇：短期工：7天，300/天，压5天后日结，到期结清，管吃住。长期工：保底240-300一天，有年终奖，绩效奖金，加班费，节假日补助，综合工资7500-8500，有五险一金。3、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，不计件，无定额，轻松不累。"
黄村,京东正式工+五险一金,8000-10000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"【可预支,不收任何费用，免费提供食宿，当天可安排住宿，转正上五险一金，节假日休息】1、工作内容：.收货、理货、扫码、分拣。2、工作时间：一天工作8小时，两班倒，节假日三薪，无费用，不体检，当天提供住宿，过年有假，值班补助2000-3000。3、薪资待遇：1）每月工资7500-9500（底薪+绩效+节假日补助）超出8小时的加班费1.5倍工资，周六日上班双倍工资，节假日三倍工资，有绩效奖金,满月奖励200元。2）每月15日准时发工资（不压不拖欠），离职结清。转正上五险一金，有年终奖。3）当天入职可提供住宿（宿舍环境好，有空调暖气，卫生间能洗澡），食宿不收任何费用，不体检，无其他费用，疫情期间请自带被褥及生活用品。4、岗位要求：1）年龄18-46岁，无经验学历要求；2）具有初中以上文化程度；3）身体健康，无心脏病及任何 。"
黄村,卸车不装车280-300,8000-9000元/月,装卸/搬运工,不限,不限,北京东方兴旺人力资源服务有限…,"【无任何费用 ，短期工可日结，人走账清，包吃住】1、岗位要求：18-48岁，无经验，不体检，无费用，当天入职，包吃住，长期工有五险一金。2,、薪资待遇：短期工：7天，300/天，压5天后日结，到期结清，管吃住。长期工：保底240-300一天，有年终奖，绩效奖金，加班费，节假日补助，综合工资7500-8500，有五险一金。3、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，不计件，无定额，轻松不累。"
高米店,京东招长期+不体检无费用,8000-9000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,【无任何费用 ，人走账清，包吃住，五险一金】1 、岗位要求：18-46周岁，身体健康，无经验学历要求；2、工作时间：一天工作8-11小时，两班倒，节假日三薪，无费用，不体检，当天提供住宿，过年有假（值班可补助2000-3000）。3、.薪资福利：试用期保底240元/天，转正保底260-300元/天，加班20元/小时，绩效奖金500-1500，年终奖1500-5000，综合工资8500-10000元/月，可预支工资，每月15日准时发工资（不压不拖欠），离职结清。转正上五险一金，法定节假日休息。当天入职可提供住宿（宿舍环境好，有空调暖气，卫生间能洗澡），食宿不收任何费用，疫情期间请自带被褥及生活用品。4、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，工作时间自由不计件，无定额，轻松不累。
十里河,不收费+可当天发薪+直招,8000-9000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"【无任何费用 ，短期工可日结，人走账清，包吃住】1、岗位要求：18-48岁，无经验，不体检，无费用，当天入职，包吃住，长期工有五险一金。2,、薪资待遇：短期工：7天，300/天，压5天后日结，到期结清，管吃住。长期工：保底240-300一天，有年终奖，绩效奖金，加班费，节假日补助，综合工资7500-8500，有五险一金。3、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，不计件，无定额，轻松不累。"
新发地,包吃包住280可短期,8000-9000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"【无任何费用 ，短期工可日结，人走账清，包吃住】1、岗位要求：18-48岁，无经验，不体检，无费用，当天入职，包吃住，长期工有五险一金。2,、薪资待遇：短期工：7天，300/天，压5天后日结，到期结清，管吃住。长期工：保底240-300一天，有年终奖，绩效奖金，加班费，节假日补助，综合工资7500-8500，有五险一金。3、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，不计件，无定额，轻松不累。"
马驹桥,马驹桥短期工280当天结,8000-10000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"【无任何费用 ，短期工可日结，人走账清，包吃住】1、岗位要求：18-48岁，无经验，不体检，无费用，当天入职，包吃住，长期工有五险一金。2,、薪资待遇：短期工：7天，300/天，压5天后日结，到期结清，管吃住。长期工：保底240-300一天，有年终奖，绩效奖金，加班费，节假日补助，综合工资7500-8500，有五险一金。3、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，不计件，无定额，轻松不累。"
马驹桥,京东正式工+五险+管吃住,8000-10000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"【可预支,不收任何费用，免费提供食宿，当天可安排住宿，转正上五险一金，节假日休息】1、工作内容：.收货、理货、扫码、分拣。2、工作时间：一天工作8小时，两班倒，节假日三薪，无费用，不体检，当天提供住宿，过年有假，值班补助2000-3000。3、薪资待遇：1）每月工资7500-9500（底薪+绩效+节假日补助）超出8小时的加班费1.5倍工资，周六日上班双倍工资，节假日三倍工资，有绩效奖金,满月奖励200元。2）每月15日准时发工资（不压不拖欠），离职结清。转正上五险一金，有年终奖。3）当天入职可提供住宿（宿舍环境好，有空调暖气，卫生间能洗澡），食宿不收任何费用，不体检，无其他费用，疫情期间请自带被褥及生活用品。4、岗位要求：1）年龄18-46岁，无经验学历要求；2）具有初中以上文化程度；3）身体健康，无心脏病及任何 。"
黄村,人走账清+包吃住8-9千,8000-9000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"【无任何费用 ，短期工可日结，人走账清，包吃住】1、岗位要求：18-48岁，无经验，不体检，无费用，当天入职，包吃住，长期工有五险一金。2,、薪资待遇：短期工：7天，300/天，压5天后日结，到期结清，管吃住。长期工：保底240-300一天，有年终奖，绩效奖金，加班费，节假日补助，综合工资7500-8500，有五险一金。3、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，不计件，无定额，轻松不累。"
亦庄,公司直招白班包吃住,8000-9000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"【无任何费用 ，短期工可日结，人走账清，包吃住】1、岗位要求：18-48岁，无经验，不体检，无费用，当天入职，包吃住，长期工有五险一金。2,、薪资待遇：短期工：7天，300/天，压5天后日结，到期结清，管吃住。长期工：保底240-300一天，有年终奖，绩效奖金，加班费，节假日补助，综合工资7500-8500，有五险一金。3、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，不计件，无定额，轻松不累。"
大兴周边,京东招长期工+五险一金,8000-9000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"【可预支,不收任何费用，免费提供食宿，当天可安排住宿，转正上五险一金，节假日休息】1、工作内容：负责小件快递收货、拣货，分区域码放，工作轻松简单，不计件。2、工作时间：一天工作8-11小时，两班倒，节假日三薪，无费用，不体检，当天提供住宿，过年有假，值班补助2000-3000。3、薪资待遇：1）每月工资7500-9500（底薪+绩效+节假日补助）超出8小时的加班费1.5倍工资，周六日上班双倍工资，节假日三倍工资，有绩效奖金,满月奖励200元。2）每月15日准时发工资（不压不拖欠），离职结清。转正上五险一金，有年终奖。3）当天入职可提供住宿（宿舍环境好，有空调暖气，卫生间能洗澡），食宿免费，无其他费用，疫情期间请自带被褥及生活用品。4、岗位要求：1）年龄18-48岁，无经验学历要求；2）具有初中以上文化程度；3）身体健康，无心脏病及任何 。"
黄村,大兴拉地牛8千管吃住,8000-9000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"【无任何费用 ，短期工可日结，人走账清，包吃住】1、岗位要求：18-48岁，无经验，不体检，无费用，当天入职，包吃住，长期工有五险一金。2,、薪资待遇：短期工：7天，280-300/天，压5天后日结，到期结清，管吃住。长期工：保底240-300一天，有年终奖，绩效奖金，加班费，节假日补助，综合工资7500-8500，有五险一金。3、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，不计件，无定额，轻松不累。"
黄村,大兴直招280有五险,8000-10000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"【无任何费用 ，短期工可日结，人走账清，包吃住】1、岗位要求：18-48岁，无经验，不体检，无费用，当天入职，包吃住，长期工有五险一金。2,、薪资待遇：短期工：7天，280-300/天，压5天后日结，到期结清，管吃住。长期工：保底240-300一天，有年终奖，绩效奖金，加班费，节假日补助，综合工资7500-8500，有五险一金。3、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，不计件，无定额，轻松不累。"
高米店,包吃住+不体检+当天结,7000-9000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"【无任何费用 ，短期工可日结，人走账清，包吃住】1、岗位要求：18-48岁，无经验，不体检，无费用，当天入职，包吃住，长期工有五险一金。2,、薪资待遇：短期工：7天，280-300/天，压5天后日结，到期结清，管吃住。长期工：保底240-300一天，有年终奖，绩效奖金，加班费，节假日补助，综合工资7500-8500，有五险一金。3、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，不计件，无定额，轻松不累。"
大兴,大兴模塑普工管吃住,5500-7000元/月,普工/操作工,不限,不限,北京北汽模塑科技有限公司,长期工：年龄18-35周岁，无纹身薪资待遇：基本工资+绩效工资+技能工资+加班费+夜班补助 ，综合工资5500-7000以上工作地址：采育有犯罪纪律的公司不考虑
马驹桥,聘药厂坐岗310天包吃住,6000-9000元/月,普工/操作工,不限,不限,北京鸿宇飞企业咨询有限公司,主要负责药品的装箱，坐岗装打卡，折药盒有过来的私信报名，260到310一天日结管饭，男女不限，16到45周岁
马坊,260长白班上五险,6000-7000元/月,普工/操作工,不限,不限,北京和顺达人力资源顾问有限公司,2个班次自由选择，都是长白班8：30—20：30，8：30—22：30吃饭住宿一日三餐全部免费，工资纯赚组装半导体设备，轻松不累要求22-40周岁，无经验要求，无犯罪记录。纹身盖住没问题。也可以长期干优秀的3个月后可以转正上北京五险固定每周日休息，也可以不休息加班多挣钱面试通过可以当天办理住宿。(住宿水电费均摊)无其他费用
亦庄,电子厂普工包吃住无押金,4000-5000元/月,普工/操作工,不限,不限,京东方晶芯科技有限公司,面试合格 行体检 体检费95元 满月报销工作内容：手机显示屏，电脑显示屏的组装工作时间：8-8 吃饭休息一个半小时 正常工时十个半小时左右 上六休二 两班倒薪资待遇：底薪2500-2700（大专补贴300）+加班费（超出8小时1.5倍、周六日全天1.5倍、节假日3倍）+绩效（50-500）+奖金（50-500）综合薪资5000左右住宿：无押金，水免费，电有一定额度吃饭：厂区发放饭卡，有食堂，一日三餐都提供，白班餐补35/天，夜班餐补45/天。月初排班直接打进饭卡中，基本上用不完，吃不完不清零，厂区内所有消费设施都可用饭卡来刷，一卡通。离职：提前七天提，正常办理离职手续工作要求： 男女不限18-35周岁 可以接受无尘服地址：大兴区亦庄西环中路8号
生物医…,A月薪1万+上下班自由,8000-12000元/月,普工/操作工,不限,不限,北京鸿宇飞企业咨询有限公司,"C本，您出人我出车。月薪过万特轻松！！要求：1、18-50周岁，3年以上驾龄2、没有酒驾、毒驾、扣12分记录3，单人单车5、工作地点：北京6、薪资模式：底薪5400+日均流水超出部分。（提成超出上班流水归自己 ）（0押金0租金）支付宝信用分超过550）       （车24小时再自己手里 ,每天不用给公司交车，不用给公司还车,)"
大兴,240/天包吃住当天入职,5500-7000元/月,普工/操作工,不限,不限,北京北汽模塑科技有限公司,北汽模塑，一场，二场均可面试。面试岗位：汽车保险杠喷涂.注塑.装配.物流.食宿介绍：包吃住薪资待遇：基本工资+绩效工资+技能工资+加班费+夜班补助，综合工资5500-7000招聘要求：年龄20-35周岁，无明显文身，无犯罪记录工作地址：北京大兴采育
知春路,不压工资——可预支工资,8500-13000元/月,普工/操作工,不限,不限,饿了么配送合作商,工作内容：区域配送职位要求：会骑车，会导航，能吃苦！！工作时间：上午10点-14点     下午16-21点，每天9小时全城就近分配！  不压工资，可预支工资~    提供电动车
其他,国企操作工 管吃住,6000-7800元/月,组装/装配工,不限,不限,北京鸿宇飞企业咨询有限公司,吃饭住宿一日三餐全部免费，工资纯赚组装半导体设备，轻松不累22-45周岁，无经验要求
其他,国企操作工 管吃住,6000-7800元/月,组装/装配工,不限,不限,北京鸿宇飞企业咨询有限公司,吃饭住宿一日三餐全部免费，工资纯赚组装半导体设备，轻松不累22-45周岁，无经验要求
顺义,顺义食品公司,6500-7500元/月,普工/操作工,不限,不限,北京睿达立业企业管理有限公司,主要生产面包、月饼、零食的食品生产线的工作。一、招聘岗位工作车间后勤等工作!二、工作内容三、薪资待遇工资结算:1、长期工:团体计件+绩效+夜补+加班费+奖金综合6000-8500左右，每月20号发工资四、上班时间:1每天基本上10小时班，每周休息1天，五、招工要求:18-402、有本人二代身份证，在有效期内、有磁性(临时或消磁请提前说明)3、无刑事犯罪前科5.无需工作经验、生手熟手均可。生手进厂后有老员工带当天应聘人员需带身份证件
亦庄,国企普工包吃住没花销,5000-6000元/月,普工/操作工,不限,不限,京东方晶芯科技有限公司,"工作内容：普工，电脑屏及液晶显示屏的组装。岗位要求：18-35周岁，无明显纹身烟花；工作环境为无尘车间，车间恒温。薪资福利：1、底薪+加班费，工作日1.5倍,法定假日3倍，综合薪资5000-6000，15号发工资！吃住免费，宿舍到厂区步行5分钟，6人间，配有空调、暖气等设施生活条件：公司拥有完善的职工生活区。其他福利：生日贺金、结婚贺金、丧葬慰问金、节日贺金或礼品等；地址：北京大兴亦庄"
亦庄,包吃住普工视频面试更方便,5000-6000元/月,普工/操作工,不限,不限,京东方晶芯科技有限公司,工作内容：生产液晶显示器，工资待遇：1.底薪＋绩效＋加班费，工作日1.5倍，法定假日3倍，一月薪资在5000-6500。2.15号发工资，厂区直发！3.包吃：菜品丰富。4.包住:4人间，中央空调，洗澡室，电视俱全，距离厂区步行5分钟。招聘要求：男女不限，年龄18-28，身体健康，无，无明显纹身烟疤工作地址：北京大兴亦庄
顺义城区,诚聘家具配送安装工包住,6000-10000元/月,装卸/搬运工,不限,不限,北京通运家商贸有限公司,工作内容：家具配送及安装职位要求：1.身体健康，无不良嗜好                   2.吃苦耐劳，积极向上                   3.有C1驾照，有物流或送货安装经验者优先考虑
宋家庄…,免费入职——工资9千,8500-13000元/月,普工/操作工,不限,不限,饿了么配送合作商,工作内容：区域配送职位要求：会骑车，会导航，能吃苦！！工作时间：上午10点-14点     下午16-21点，每天9小时全城就近分配！  不压工资，可预支工资~    提供电动车
姚家园,不怕吃苦——工资9千,8500-13000元/月,普工/操作工,不限,不限,饿了么配送合作商,工作内容：区域配送职位要求：会骑车，会导航，能吃苦！！工作时间：上午10点-14点     下午16-21点，每天9小时全城就近分配！  不压工资，可预支工资~    提供电动车
大望路,每天9小时——月休4天,6800-9800元/月,普工/操作工,不限,不限,饿了么配送合作商,工作内容：区域配送职位要求：会骑车，会导航，能吃苦！！工作时间：上午10点-14点     下午16-21点，每天9小时全城就近分配！  不压工资，可预支工资~    提供电动车
和平里,入职不收你一分钱,6800-9800元/月,普工/操作工,不限,不限,饿了么配送合作商,工作内容：区域配送职位要求：会骑车，会导航，能吃苦！！工作时间：上午10点-14点     下午16-21点，每天9小时全城就近分配！  不压工资，可预支工资~    提供电动车
潘家园,不是中介——不是中介,6800-9800元/月,普工/操作工,不限,不限,饿了么配送合作商,工作内容：区域配送职位要求：会骑车，会导航，能吃苦！！工作时间：上午10点-14点     下午16-21点，每天9小时全城就近分配！  不压工资，可预支工资~    提供电动车
世纪城,急招急招——工资9千,6800-9800元/月,普工/操作工,不限,不限,饿了么配送合作商,工作内容：区域配送职位要求：会骑车，会导航，能吃苦！！工作时间：上午10点-14点     下午16-21点，每天9小时全城就近分配！  不压工资，可预支工资~    提供电动车
王府井,入职就带你身份证就行,6800-9800元/月,普工/操作工,不限,不限,饿了么配送合作商,工作内容：区域配送职位要求：会骑车，会导航，能吃苦！！工作时间：上午10点-14点     下午16-21点，每天9小时全城就近分配！  不压工资，可预支工资~    提供电动车
新街口,就近分配——工资8千,6800-9800元/月,普工/操作工,不限,不限,饿了么配送合作商,工作内容：区域配送职位要求：会骑车，会导航，能吃苦！！工作时间：上午10点-14点     下午16-21点，每天9小时全城就近分配！  不压工资，可预支工资~    提供电动车
次渠,工资每天发+管吃住300,8000-9000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"【无任何费用 ，短期工可日结，人走账清，包吃住】1、岗位要求：18-48岁，无经验，不体检，无费用，当天入职，包吃住，长期工有五险一金。2,、薪资待遇：短期工：7天，300/天，压5天后日结，到期结清，管吃住。长期工：保底240-300一天，有年终奖，绩效奖金，加班费，节假日补助，综合工资7500-8500，有五险一金。3、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，不计件，无定额，轻松不累。"
瀛海镇,白班不体检+月7千包食宿,8000-9000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"【无任何费用 ，短期工可日结，人走账清，包吃住】1、岗位要求：18-48岁，无经验，不体检，无费用，当天入职，包吃住，长期工有五险一金。2,、薪资待遇：短期工：7天，300/天，压5天后日结，到期结清，管吃住。长期工：保底240-300一天，有年终奖，绩效奖金，加班费，节假日补助，综合工资7500-8500，有五险一金。3、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，不计件，无定额，轻松不累。"
十八里店,来就上班250-300,8000-9000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"【无任何费用 ，短期工可日结，人走账清，包吃住】1、岗位要求：18-48岁，无经验，不体检，无费用，当天入职，包吃住，长期工有五险一金。2,、薪资待遇：短期工：7天，280-300/天，压5天后日结，到期结清，管吃住。长期工：保底240-300一天，有年终奖，绩效奖金，加班费，节假日补助，综合工资7500-8500，有五险一金。3、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，不计件，无定额，轻松不累。"
新发地,包吃住+可短期+280,8000-9000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"【无任何费用 ，短期工可日结，人走账清，包吃住】1、岗位要求：18-48岁，无经验，不体检，无费用，当天入职，包吃住，长期工有五险一金。2,、薪资待遇：短期工：7天，280-300/天，压5天后日结，到期结清，管吃住。长期工：保底240-300一天，有年终奖，绩效奖金，加班费，节假日补助，综合工资7500-8500，有五险一金。3、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，不计件，无定额，轻松不累。"
新发地,免体检+发薪准时不收费,7000-8000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"【无任何费用 ，短期工可日结，人走账清，包吃住】1、岗位要求：18-48岁，无经验，不体检，无费用，当天入职，包吃住，长期工有五险一金。2,、薪资待遇：短期工：7天，300/天，压5天后日结，到期结清，管吃住。长期工：保底240-300一天，有年终奖，绩效奖金，加班费，节假日补助，综合工资7500-8500，有五险一金。3、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，不计件，无定额，轻松不累。"
旧宫,来就上班+280可短期,8000-9000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"【无任何费用 ，短期工可日结，人走账清，包吃住】1、岗位要求：18-48岁，无经验，不体检，无费用，当天入职，包吃住，长期工有五险一金。2,、薪资待遇：短期工：7天，300/天，压5天后日结，到期结清，管吃住。长期工：保底240-300一天，有年终奖，绩效奖金，加班费，节假日补助，综合工资7500-8500，有五险一金。3、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，不计件，无定额，轻松不累。"
生物医…,人走账清+280当天结,8000-9000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"【无任何费用 ，短期工可日结，人走账清，包吃住】1、岗位要求：18-48岁，无经验，不体检，无费用，当天入职，包吃住，长期工有五险一金。2,、薪资待遇：短期工：7天，280-300/天，压5天后日结，到期结清，管吃住。长期工：保底240-300一天，有年终奖，绩效奖金，加班费，节假日补助，综合工资7500-8500，有五险一金。3、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，不计件，无定额，轻松不累。"
瀛海镇,当天发薪280有食宿,8000-9000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"【无任何费用 ，短期工可日结，人走账清，包吃住】1、岗位要求：18-48岁，无经验，不体检，无费用，当天入职，包吃住，长期工有五险一金。2,、薪资待遇：短期工：7天，280-300/天，压5天后日结，到期结清，管吃住。长期工：保底240-300一天，有年终奖，绩效奖金，加班费，节假日补助，综合工资7500-8500，有五险一金。3、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，不计件，无定额，轻松不累。"
大红门,无经验+280每天结,7000-8000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"【无任何费用 ，短期工可日结，人走账清，包吃住】1、岗位要求：18-48岁，无经验，不体检，无费用，当天入职，包吃住，长期工有五险一金。2,、薪资待遇：短期工：7天，280/天，压5天后日结，到期结清，管吃住。长期工：保底240-300一天，有年终奖，绩效奖金，加班费，节假日补助，综合工资7500-8500，有五险一金。3、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，不计件，无定额，轻松不累。"
张家湾,卸车不装车8千+包吃住,8000-9000元/月,装卸/搬运工,不限,不限,北京东方兴旺人力资源服务有限…,"【无任何费用 ，短期工可日结，人走账清，包吃住】1、岗位要求：18-48岁，无经验，不体检，无费用，当天入职，包吃住，长期工有五险一金。2,、薪资待遇：短期工：7天，280-300/天，压5天后日结，到期结清，管吃住。长期工：保底240-300一天，有年终奖，绩效奖金，加班费，节假日补助，综合工资7500-8500，有五险一金。3、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，不计件，无定额，轻松不累。"
亦庄,来就上班280不压资,7000-8000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"【无任何费用 ，短期工可日结，人走账清，包吃住】1、岗位要求：18-48岁，无经验，不体检，无费用，当天入职，包吃住，长期工有五险一金。2,、薪资待遇：短期工：7天，280-300/天，压5天后日结，到期结清，管吃住。长期工：保底240-300一天，有年终奖，绩效奖金，加班费，节假日补助，综合工资7500-8500，有五险一金。3、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，不计件，无定额，轻松不累。"
旧宫,不体检+准时发薪280,7000-8000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"【无任何费用 ，短期工可日结，人走账清，包吃住】1、岗位要求：18-48岁，无经验，不体检，无费用，当天入职，包吃住，长期工有五险一金。2,、薪资待遇：短期工：7天，280/天，压5天后日结，到期结清，管吃住。长期工：保底240-300一天，有年终奖，绩效奖金，加班费，节假日补助，综合工资7500-8500，有五险一金。3、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，不计件，无定额，轻松不累。"
新发地,人走账清+280当天结,8000-9000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"【无任何费用 ，短期工可日结，人走账清，包吃住】1、岗位要求：18-48岁，无经验，不体检，无费用，当天入职，包吃住，长期工有五险一金。2,、薪资待遇：短期工：7天，280-300/天，压5天后日结，到期结清，管吃住。长期工：保底240-300一天，有年终奖，绩效奖金，加班费，节假日补助，综合工资7500-8500，有五险一金。3、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，不计件，无定额，轻松不累。"
丰台,吃住免费+小件卸车280,7000-8000元/月,装卸/搬运工,不限,不限,北京东方兴旺人力资源服务有限…,"【无任何费用 ，短期工可日结，人走账清，包吃住】1、岗位要求：18-48岁，无经验，不体检，无费用，当天入职，包吃住，长期工有五险一金。2,、薪资待遇：短期工：7天，280-300/天，压5天后日结，到期结清，管吃住。长期工：保底240-300一天，有年终奖，绩效奖金，加班费，节假日补助，综合工资7500-8500，有五险一金。3、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，不计件，无定额，轻松不累。"
黄村,无费用+准时发薪280,8000-9000元/月,普工/操作工,不限,不限,北京东方兴旺人力资源服务有限…,"【无任何费用 ，短期工可日结，人走账清，包吃住】1、岗位要求：18-48岁，无经验，不体检，无费用，当天入职，包吃住，长期工有五险一金。2,、薪资待遇：短期工：7天，280-300/天，压5天后日结，到期结清，管吃住。长期工：保底240-300一天，有年终奖，绩效奖金，加班费，节假日补助，综合工资7500-8500，有五险一金。3、工作内容：智能化产业园区，流水线分拣装车码货，小件快递无压力，不计件，无定额，轻松不累。"
亦庄,高薪25/H满十八就可以,6000-7000元/月,普工/操作工,不限,不限,中讯通达（北京）企业管理服务…,招聘操作工、普工主要生产汽车的座椅、坐垫等。工作职责：汽车座椅的组装、分类。坐垫的包装等要求：1·18-40周岁，两班倒薪资待遇：1·月薪6000到7000左右2·每个月20号工资打卡3·免费住宿，水电均摊工作时间：早八晚八，上六休一
