Address,Name,Salary,Category,Education,Experience,Company Name,Description
台湖镇,汽车厂月8K+天结,6200-9500元/月,普工/操作工,不限,不限,北京和顺达人力资源顾问有限公司,"职位要求：工厂直招急招大量普工！来面试带行李，当天安排宿舍不用跑来跑去，包吃包住，感谢浏览我们的招聘信息，选择我们没错，不收任何费用，直接上班，麻烦投递简历后主动联系我们,16-45岁都可安排薪资1.小时工： 月薪综合6500-8500元，20-22元/小时220【加班费】长白班，包吃住纯免费！加班费20/小时【员工福利】+离职补贴：工作龄满12个月，可享受多一个月工资！+带薪休假：工作满一年即可享收7天假期，满一年叠加5天假期！+生日福利：生日当天可领取50-100元大红包！+医疗福利：公司内医务室，为员工提供免费医疗咨询和治疗！+绩效奖金：（200-500元/月）+浮动奖金：（100-200元/月）+安家奖金：（100-300元/月）+季度分红：（150元/月）+夜班补贴：（600元/月）本公司主招：组装，包装，检测，工作简单！空调车间空调宿舍，环境好，加班多工作轻松！1、学历：文化程度不限2、健康：无或精神疾病3、年龄：16-45周岁，男女不限4、证件：身份证，有磁伙食：入职当天发饭卡，公司免费提供食宿，饭堂每天供应有包子、炒粉、面条、烧鹅、腿、堡、咖啡、六菜一汤。2、住宿：住宿为4-6人一间，住宿免费、水电费平摊，独立卫生间（空调、电扇），24小时热水器，全厂宿舍无线wifi ////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////需携带资料：本人身份证原件，行李等物品过来应聘工作，工作只安排有需要的人，真心想工作的人，打酱油请 。"
古城,小区轻松管吃住可预支,4500-7000元/月,普工/操作工,不限,不限,北京恒安卫士保安服务有限公司,"可根据个人意愿就近分配工作。岗位类型：商场保安、小区保安、商务楼保安、工厂保安、园区保安、学校保安、别墅保安、写字楼保安工资丰厚，欢迎投递！！！一、任职资格：1、年龄18-50周岁；身高160cm以上,有无经验均可。2、身体健康，无不良前科，积极向上者。3、退伍军人优先；应届生、农村城镇待业青年、下岗职工等均可。二、福利待遇：1、薪资待遇：12小时；8-8点（部门岗位8-10小时）；月薪5500-7000元左右（具体面试定岗位定工资）按时发放工资从不拖欠。遇节假日会提前发放。2、24小时热水，冬夏均有空调，工作简单轻松；入职有老人员带。"
西红门,操作工包吃住+天结260,6200-8500元/月,普工/操作工,不限,不限,北京和顺达人力资源顾问有限公司,"【工厂急招，正式工，小时工，包吃住，长白班，两班倒】职位要求：工厂直招急招大量普工/临时工，来面试带行李，当天安排宿舍不用跑来跑去，包吃包住，感谢浏览我们的招聘信息，选择我们没错，不收任何费用，直接上班，麻烦投递简历后主动联系我们,16-45岁都可安排薪资1.小时工： 月薪综合6500-8500元，20-25元/小时，月工时280-3202.正式工： 月薪综合7000-9000元/月, 基本底薪：2650元/-3150元月（5天8小时制，超过8小时加班按劳动法)【加班费】平时加班1.5倍，周末加班2倍 ，法定节日加班3倍，每月15号准时发放上月工资【员工福利】+五险社保：包括养老 失业 工伤 生育及 险等（五险一金）+离职补贴：工作龄满12个月，可享受多一个月工资！+带薪休假：工作满一年即可享收7天假期，满一年叠加5天假期！+生日福利：生日当天可领取50-100元大红包！+医疗福利：公司内医务室，为员工提供免费医疗咨询和治疗！+绩效奖金：（200-500元/月）+浮动奖金：（100-200元/月）+安家奖金：（100-300元/月）+季度分红：（150元/月）+夜班补贴：（600元/月）注意：（如选择上长期白班，没有夜班补贴600元，其他奖金照拿）工作地点，北京市，详情请致电咨询。本电子厂主要生产：手机配件，组装，包装，检测，扫描，贴标签，工作简单。空调车间空调宿舍，环境好，加班多工作轻松，全坐班，普通工衣！招聘要求：1、学历：文化程度不限2、健康：身体健康3、年龄：16-45周岁，男女不限4、证件：身份证，有磁5、无案底薪资发放日：每月7号，入职7天后可借支300-500元/周，离职提前3天申请即可，离职时结清所有工资；年资加给：3个月一次考核加薪，考核合格加薪幅度为300--500元，入职越久底薪越高。年底（双薪）及年终奖金3000-5000元；合同保险1、合同：签署正式劳动合同或短期用工协议。2、保险：选择正式工为员工购买五险一金吃住：3、伙食：入职当天发饭卡，公司免费提供食宿，饭堂每天供应有包子、炒粉、面条、烧鹅、腿、堡、咖啡、六菜一汤。4、住宿：住宿为4-6人一间，住宿免费、水电费平摊，独立卫生间（空调、电扇），24小时热水器，全厂宿舍无线wifi覆盖。3、工作简单轻松，坐班、全中央空调。4、工作时间：8:00-18:00，每月休息4-6天，人性化管理，轻松、自由、讲人权。【注意事项】：需携带资料：本人身份证原件，行李等物品过来应聘工作，工作只安排有需要的人，真心想工作的人，打酱油请 。【附：只要符合公司要求者全部会录用，直接来电优先安排"
东小口,高端吃住好工资按时,4500-6500元/月,普工/操作工,不限,1-2年,北京恒安卫士保安服务有限公司,1、	年龄18到55周岁，身高170以上。底3500元一5500元；2、	宿舍2-6人间有空调，可洗澡；伙食，标准餐；，通风不潮湿，3、	免费提供食宿，四季衣服，被褥，劳保用品，无线网，防暑降温食品；4、	公司承诺入职到离职不收取任何费用及押金，以上职务为公司直招当天办理入职安排食宿，在我公司工作7-10天可预支工资。
亦庄,电商扫码普工包吃住270,6000-9000元/月,普工/操作工,不限,不限,北京和顺达人力资源顾问有限公司,新员工当天安排宿舍第二天直接上班工作简单，轻松易上手，无经验者也可以一、招聘岗位操作工、普工，质检员，组装工，包装工，贴标签二.工作时间有长白。两班倒，每天工作10个小时左右，每两个小时休息15分钟，三.薪资福利:包吃包住，月综合工资6000/9000每月15号按时发放工资临时一天；220—260一天，月综合工资6000-9000，新员工进厂统一办理工资卡，不能办理银行卡的可以微信支付，现金支付月结上班7天后可以预支工资月薪:底薪+全勤+岗位补贴+技能津贴=综合薪资6000--9000，并交纳五险一金，15号发放工资。试用期后转为国企正式员工，每天工作8小时，8小时外算加班1.5倍工资，六日双倍，法定假日3倍。转正后五险一金，年底双薪，节假日福利等包住:宿舍4-6人间，入职后有夫妻间，宿舍有空调，WIFI，网吧等。设施比较齐全。车间有休息室提供员工休息。车间恒温，活轻松不累，没有技术含量，手头活。名额有限，先到先得!
杨镇,高端吃住好工资按时,4500-6500元/月,普工/操作工,不限,1-2年,北京恒安卫士保安服务有限公司,"坐岗保安员直招1、身高1.68m以上; 年龄:18-56周岁;2、人踏实上进,有吃苦耐劳精神;3、五官端正,身体健康、 ,无犯罪前科;4、需持本人身份证(承诺:不收取任何费用,公司直招);5、坐岗保安员保底3200至4200元+加班费用+奖金；"
国贸,简单打包5点下班,8000-12000元/月,普工/操作工,不限,不限,苏州蔚途人才服务有限公司,厂区直招，赶订单，为保证生产进度，现批量招聘员工。外地人员提前预约，可全额报销路费！！当天可以安排入职住宿。有意向可以点击手机左下角“聊一聊”详细了解或者点击“申请职位”投递您的简历我们会时间联系您【进厂福利】：小时工；32一小时.380一天月结：380元/天，每月10号准时发工资。月综合：8200-9200元（包吃住）1、【底薪工资】：3750-4850元/月【保底工资】：8000以上【全勤奖金】：300元/月【生产奖金】：300元/月【岗位津贴】：300元/月【季度奖金】：500元/月【综合工资】：8200-9200元/月2、加班费计算（底薪÷21.75天÷8小时×1.5倍/2倍/3倍）【厂区优势】《优势1》：恒温车间，名额有限，招满即停，尽快报名。《优势2》：当天面试，当天安排住宿。《优势3》：免费提供工作餐，三餐免费，各种特工餐供员工自由选择《优势4》：免费提供4-6人间宿舍，空调，热水器，无线网，独立卫生间，独立阳台。【工作时间】《1》：8-20点，两班倒，不适应夜班可申请转班，中间吃饭休息2小时《2》：每周至少休息1天，一个月至少休息四天《3》：公司执行白晚班两班制（如不适应夜班可申请常白班）《3》：每个月10号发工资。从不拖欠。【招聘要求】《1》：男女不限，年龄（16-45岁）不限学历，《2》：身体健康，身上没钢钉钢板，金属假牙（其他材质可以）。《3》：持本人有效身份证件，只要符合公司要求者全部录用【工作概况】《1》：普工：小时工、组装、测试、检验、包装、插件、物料、技术员、仓管。《2》：所有岗位统一面试、无须经验、随机分配、简单易操作、可坐着作业、无任何辐、危险性、不穿无尘服（培训期间根据根据个人情况分配岗位）【福利待遇】1、食堂免费就餐，粤菜、湘菜、川菜等，南北口味皆有，供工友自行选择2、免费公寓式宿舍，4-8人/间，房间设施，WiFi、空调、衣柜、热水器、洗衣机一应俱全3、车间配有中央空调（冬暖夏凉），饮水机，休息间，坐班，穿普通工衣温馨提示1、错过面试的朋友，请不要担心，也不用浪费钱去住宿旅馆，我们会给你安排免费住宿，第二天再面试入职；2、全程贴心服务，完成面试、体检、入职、住宿、报到，省时省力，尽快入职 ；3、面试入职之后，持厂牌可去饭堂吃饭，以及在厂区商店消费。【友情提示】1、本公司招聘，不收取任何费用。2、外地人员请提前报名预约，方便当天面试及安排住宿。3、公司未在火车站设立任何招聘点，请勿相信车站任何搭讪人员，如遇问题请及时间联系我们
海子角,学校岗亭8小时双休,4500-6500元/月,普工/操作工,不限,1-2年,北京恒安卫士保安服务有限公司,1、年龄18-50周岁，身高165米以上，初中以上学历，有无经验均可；2、无犯罪前科记录，身体健康；无不良奢好，禁止饮酒酗酒；3、有意向的持本人身份证原件前来应聘。4、有较好的的语言沟通能力。吃苦耐劳；
顺义,顺义面包厂包吃住月薪七千,6000-8000元/月,普工/操作工,不限,不限,北京睿达立业企业管理有限公司,面包厂急招普工岗位职责：主要生产面包，打包成品，工作简单！面试要求18-40周岁，身体健康，能接受两班倒福利待遇包住，厂内宿舍，4-8人间，可以洗澡，有空调，水免费，电费均摊；福利食堂每餐3-6元综合薪资6000-8000！厂区地址：北京顺义牛栏山
康庄,暑假工+假期工+短期工,6543-9876元/月,普工/操作工,不限,不限,河南飞飞茂人力资源服务有限公司,直接投递简历！！！直接投递简历！！！直接投递简历！！！入职即送千元新人大礼包（被褥四件套、洗发水、沐浴露、毛巾、拖鞋、水桶、脸盆、电动牙刷、牙膏、吹风机）【一】小时工1、26元/小时（普工）坐班，不穿无尘衣，前两百名有2000元新人入职奖励，入职满月打卡发放，介绍一人入职满月奖金1000元2、小时工综合薪资7800-8500元/月3、（按小时计算工资），人走账清，不压不扣4、每月保底260个工时，每月高可达330个工时。【二】招聘年龄：1.男女不限，年龄：16-53周岁2.本人二代身份证，在有效期内、有磁性【三】工作时间上午： 8：00-12：00（4小时）下午：13：00-17：00（4小时）加班：18：00-20：00（2小时）加班自愿，每工作2小时休息15分钟，吃饭时间算工时。夜班有夜班补贴，每晚20元，长白班，两班倒自愿选择【四】福利待遇1、入职当天可免费领取生活用品。2、免费包吃住/水电平摊，宿舍4-6人间，空调，洗衣机，独立卫生间，浴室3、生活区有小吃街，大型超市，KTV，健身房，图书馆，网吧，篮球场，交通也非常便利薪资待遇都是真实有效，拒绝套路，厂家直招，拒绝 黑中介，你直接到厂里签 28 元/小时的合同！如果不是签的28的工价！赔偿你所有的路费及其损失！
朝阳,十里河夜班1天1结搬运,7000-8000元/月,装卸/搬运工,不限,不限,宁波网捷物流有限公司,没有吃住  三天后日结  每周有休息  暑假工 50天起做，20/小时【薪资待遇】：全职21元到22元/小时+绩效奖200【工作内容】：对每天仓里的商品进行理货上架，根据客户订单上商品进行分拣打包，并且将打包好的商品放到位置，偶尔来货帮忙搬运装卸商品到仓库内。工作简单易上手，无压力，吃苦耐劳即可。【 上班时间】：营业时间排班（包含中晚两个小时休息时间）【 工作地址】：各区就近分配
双桥,冷饮加工厂月8K,7000-9000元/月,普工/操作工,不限,不限,速招来企业服务有限公司,一薪资待遇：小时工：30元一小时，每天计算12个小时，平均一天360元，留任新人奖5000元。小时工：30元一小时，每天计算12个小时，平均一天360元，留任新人奖5000元。小时工：30元一小时，每天计算12个小时，平均一天360元，留任新人奖5000元。2、由于现在是旺季.加班比较多.平均一天上10小时3、加班自由；只要你愿意加班；每月可以上280一330个工时，自愿选择4、小时工：辞工只需提前7天，小时工可以选择短期或者长期做。【二】工作内容：公司目前主要生产电脑主板及苹果新款系列手机和自主品牌笔记本电脑：普工、操作、组装、测试、检验、包装，包括品检，物流，物料，仓库，技术员；无须经验、统一培训、简单易操作、坐着作业、无任何辐射和危险性、不穿无尘服。【三】工作时间：1、每天上10个小时；每周休息1天，每月休息4天2、上午8:00一12:00；下午1:30一5:30；晚上：6:00一8:003、中午傍晚各1小时吃饭休息时间，一天纯上班10小时，一天算12小时工资，4、同样享有国家法定节假日、事假、病假、婚假、产假、上六休一。【四】入职要求：1、男女不限，不限学历，不限经验，坐着上班，生熟手均可无需考试，活轻松容易一看就会。2、年龄16-45周岁身份证上的年龄之内。【凡符合以上要求、保证承诺录取入职】【五】包吃包住：1、公司提供免费住宿，标准4-8人间（独立卫生间、数字电视、空调、洗衣机、WIFI等）仅收取超出额度水电费宿友均摊。3、入职当天工厂提供饭卡，不用自己充钱吃饭！免费提供1日3餐（暂无清真餐厅）4菜1汤、米饭、馒头吃饱为止，另有水饺、拉面、砂锅、油饼、面包、鸡蛋、水果等..4、厂区生活区设施有：网吧、篮球场，足球场，医务室、餐厅、超市、各种商业小吃、休闲娱乐等设施..节假日都举行大型活动（相亲 赛跑 球赛 小型演唱会 跳舞联欢..）公司人性化管理可以调换岗位，(可预支工资)- 投递简历过多， 不能一 一查看， 有意者请（直接致电) 或（点右上角微聊小头像）直接咨询详谈报名!
天竺,小时工果蔬加工包吃住,5500-7500元/月,包装工,不限,不限,魔方网聘（北京）科技有限公司,直接填表入职，周结，无任何费用！岗位介绍:兼职/全职白班理货.分拣.水产 夜班理货等岗位急缺人薪资待遇:17/小时，周结工作时间:排班4-12个小时不等，具体看门店安排年龄要求:18-50周岁工作地点:全北京300多家站点，均可就近分配！
窦店,三餐免费天结200,5000-7000元/月,普工/操作工,不限,不限,天津津华人力资源有限公司,房山启航新能源 主要生产:组装新能源电池等。 招聘要求:男女不限  18-40岁   身体健康无案底无纹身即可。 工作时间:8:30～8:30。中间休息2小时以上 薪资待遇:200天，白夜班两班倒  压三天日结。福利待遇:吃住全管都在厂内，宿舍高端公寓楼，条件好，6-8人间，有空调卫生间。三餐免费，不穿无尘服。费用:0费用入职如果感兴趣 可以给我投递一份简历  加微信详聊
窦店,房山200一天下班给钱,6000-8000元/月,普工/操作工,不限,不限,天津津华人力资源有限公司,主要生产:组装新能源电池等。 招聘要求: 18-40岁   身体健康无案底无纹身即可。 工作时间:8:30～8:30。中间休息2小时以上 薪资待遇:200天，白夜班两班倒  压三天日结。福利待遇:吃住全管都在厂内，宿舍高端公寓楼，条件好，6-8人间，有空调卫生间。三餐免费，不穿无尘服。费用:0费用入职
北京,月七千包吃住男女不限,5000-8000元/月,普工/操作工,不限,不限,魔方网聘（北京）科技有限公司,《北京地铁2023年招聘简章》——接受正式员工、短期工#现阶段因地铁安检内检（手检项目）的全面实行，公司人事部决定现阶段，招收地-铁正式员工#【招聘范围】：短期工一长期工一应届毕业生一实习生（可开实习证明) 一退伍军人共计招聘80名，月工资5500-8600。特此声明：#本次招聘为--安检直招#绝不收取求职者中介费用，培训等费用，#、因招募人员有限，为了避免耽误入职，请提前预约着急入职的应聘者大胆报名【基本待遇】：包吃住，五险，当日安排，免费班车，就近分配，免费乘坐地铁（机场线除外）工龄奖，带薪年假，节假日福利等。（面试当时给结果无需回家等通知，一经录用，外地人员可以当天安排住宿提供被褥）【工作地点】：.北京市地一铁1一19号线能就近分配。一、【工作内容】：1、在地一铁站内检测旅行及旅客行李，防止旅客携带易燃易爆等危险物品进站。2、在站内通过安检仪器对进站旅客进行安全检查3、维持站内秩序，辅助站长的日常工作。4、对违反安检规章制度的现象应与拒绝并及时向上级报告（列如：拒检）。5、熟练掌握各种安检设备的操作及识别方法。6、按照“人物同检”的安检要求，负责宣传引导人员进入安检区域。二、【任职资格】：1、皆可-年龄（17-39周岁）2、无明显纹身及烟疤，无违法犯罪记录，身体健康，有责任心（条件优秀者可 ）三、【工作时间】：（一个月全勤20个班，月休十天。多出20班以外加班计算）法定节假日上班公司给予（三倍）薪资。加班费规格按《劳动法》规定进行实行（注：部分站区由于客流量不同例外）大白班（上午7:00——晚上5：00，每上2小时之间均休息半小时）小白班（上午9:00——下午5：00，每上2小时之间均休息半小时）小夜班（下午5:00——晚上10：00，每上2小时之间均休息半小时）【工作班次：轮休倒班制，每班平均8小时左右（不加班不会超过8小时】四、【薪资待遇】：实习期1-3个月（工作表现好可提前转正）试用：综合工资：5500-7200以上（底薪+加班费+奖金+补助）转正：综合工资：6000-8100以上（底薪+加班费+奖金+补助）通知：2月15号起根据管理规定所有入职员工和在岗的薪资待遇有所上调。五、【晋升空间】：队员一指挥员一小队长一中队长助理一中队长一大队长助理一大队长一项目经理一安检公司负责人（随着职位的上升工资待遇也在大幅度的上升）六、【其他福利】：1、公司提供免费的食宿.免费宿舍（宿舍4-6人/间，空调暖气卫生间洗浴等配套设施齐全）免费食堂（每天提供早中晚3顿饭，两荤一素，无回民餐请谅解）2、入职当天即免费发放安检制服、被褥—安排住宿3、转正后可享受五险待遇，满半年工龄有年终奖，带薪年假等待遇4、(北京市内)免费乘坐地铁。七、【报名方式】1〉：直接投递简历（点击手机下方进行简历投递此简章）2〉：发送个人信息（姓名+年龄+身高+户籍+有无烟疤）北京地铁安检欢迎你的加入！
台湖镇,邮政分拣240一天包吃住,6000-7000元/月,普工/操作工,不限,不限,北京荣熙世纪企业管理有限公司,工作内容：任职要求：1、男女不限  年满18-50周岁2、身体健康、能吃苦耐劳薪资待遇：综合薪资在6000-7000左右，多劳多得。1、提供公寓住宿，独立卫浴，有班车接送2、午休用餐时间1个小时，每月排休4天（短工期为四个月）工作地址：北京市通州区北京邮件综合处理中心
国贸,白班+手机壳电子组装33,8200-8800元/月,普工/操作工,不限,不限,苏州柏达通人力资源服务有限公司,本公司为本地招聘，厂区直招，需要中介勿扰！有意向可以点击下发聊一聊或者投递简历（会有工作人员联系您）当天面试可办理入职住宿！【薪资福利】1、小时工：32-35一小时（长短期）纯工价，每月有：260~300个工时（每月保底260个工时以内）2、长期工:7000--8000，包吃包住，有五险一金，能力好，晋升快，年底双薪，年终奖全勤奖500，绩效奖300-500，岗位津贴300-500 ，工龄奖100-300注:长短期均是每月10号发放薪资(打卡)不拖不欠------------------------------------------【工作时间】正常班8小时08：00-17：30，加班 18：00--20：00（加班自愿，每工作2小时休息15分钟，吃饭休息时间一个小时）。----------------------------------------【招聘要求】1、年龄要求16-45周岁2、有二代身份证，临时身份证亦可3、学历不限，会26个英文字母【福利项目】1、公司免费提供一日三餐，四菜一汤（2荤2素），米饭，水饺、拉面、馒头、油饼、面包、鸡蛋等2、公司免费提供4-6人间宿舍，配备独立卫生间、电视、空调、24小时开水、网线、衣柜、桌子、凳子、洗衣机，无线网等。
同兴园,高薪招聘,4500-6500元/月,普工/操作工,不限,1-2年,北京恒安卫士保安服务有限公司,"坐岗保安员直招1、身高1.68m以上; 年龄:18-56周岁;2、人踏实上进,有吃苦耐劳精神;3、五官端正,身体健康、 ,无犯罪前科;4、需持本人身份证(承诺:不收取任何费用,公司直招);5、坐岗保安员保底3200至4200元+加班费用+奖金；"
昌平县城,牛奶厂上五休二300天,7000-9000元/月,普工/操作工,不限,不限,苏州蔚途人才服务有限公司,急招质检员、包装工、包装，贴标签无需经验，随时上岗！工厂坐岗直招，线长，正式工，小时工，包吃住，长白班，可长短期自选。有意向可以与经理联系或投递简历当天面试可办理入职住宿！一、薪资待遇:1.正式工模式：底薪2850-3850元，周一到周五加班1.5倍工资，周六日双倍工资，法定节假日3倍工资，全勤奖：300-500元／月， 绩效奖金：400-800元月 岗位技能津贴：300-500元月，夜班津贴25元天。综合薪资：6800--7500元以上。3.工资结算：每月10日准时发工资，不拖欠，入职可预支800生活费。二、公司优势；1、【岗位性质】工作岗位轻松，傻瓜式操作，一教就会。2、【员工保障】：入厂统一签署国家认可正规劳动保障合同。3、【厂区优势】：坐岗工作占90%，员工可自愿缴纳五险一金，员工离职可转出或 .三、招聘要求:1、学历：文化程度不限，学历不限。2、身体健康。3、有本人二代身份证。4、年龄：18周岁-42周岁。四、员工福利:1、伙食：公司免费提供工作餐，四菜一汤，另提供水果，米饭，包子，面条等可自选。2、住宿：免费住宿，4-6人间，独立卫生间、空调、电视、24小时热水器、洗衣房、wifi无线覆盖。
西罗园,身无分文直接来上班,8000-15000元/月,普工/操作工,不限,不限,饿了么配送合作商,工作内容：取餐，送餐职位要求：会骑车，会导航，能吃苦！！工作时间：上午10点-14点 下午17-21点，每天8小时全城可安排！ 月休3-4！不压工资，配车~可预支工资
北京,待遇好工资高升职快,5500-8000元/月,普工/操作工,不限,不限,魔方网聘（北京）科技有限公司,《北京2023年地铁招聘简章》——接受正式员工、短期~学生工#现阶段因地铁安检内检（手检项目）的全面实行，公司人事部决定现阶段，招收正式员工（可转证)#【招聘范围】：短期工一长期工一一夫妻工一应届毕业生一实习生（可开实习证明) 一退伍军人，共计招聘80名工资为5500-9080元多劳多得。特此声明：#本次招聘为--直招（身体健康即可入职）#绝不收取求职者中介费用，培训等费用，#、因招募人员有限，为了避免耽误入职，请提前预约着急入职的应聘者大胆报名【基本待遇】：包吃住，五险，当日安排入职住宿，免费班车，就近分配，免费乘坐地铁（机场线除外）工龄奖，带薪年假，节假日福利等。（面试当时给结果无需回家等通知，一经录用，外地人员可以当天安排住宿提供被褥）【工作地点】：.北京市地一铁1一19号线能就近分配。一、【工作内容】：1、在地一铁站内检测旅行及旅客行李，防止旅客携带易燃易爆等危险物品进站。2、在站内通过安检仪器对进站旅客进行安全检查3、维持站内秩序，辅助站长的日常工作。4、对违反安检规章制度的现象应与拒绝并及时向上级报告（列如：拒检）。5、熟练掌握各种安检设备的操作及识别方法。6、按照“人物同检”的安检要求，负责宣传引导人员进入安检区域。二、【任职资格】：1、年龄：18一39岁（以身份证日期为准）2、身高分别；155cm160cm以上2、无明显纹身及烟疤，无违法犯罪记录，身体健康，有责任心（条件优秀者可 ）三、【工作时间】：（一个月全勤20个班，月休十天。多出20班以外加班计算）法定节假日上班公司给予（三倍）薪资。加班费规格按《劳动法》规定进行实行（注：部分站区由于客流量不同例外）大白班（上午7:00——下午5：00，每上2小时之间均休息半小时）小白班（上午9:00——下午5：00，每上2小时之间均休息半小时）小夜班（下午5:00——晚上10：00，每上2小时之间均休息半小时）【工作班次：轮休倒班制，每班平均8小时左右（不加班不会超过8小时】四、【薪资待遇】：实习期1-2个月（工作表现好可提前转正）试用：综合工资：4500-7500元（底薪+加班费180一240一304元日均+奖金+补助）转正：综合工资：5600-8400元（底薪+加班费180一240一304元日均+奖金+补助）通知：2月15号起根据管理规定所有入职员工和在岗的薪资待遇有所上调。五、【晋升空间】：队员一指挥员一小队长一中队长助理一中队长一大队长助理一大队长一项目经理一安检公司负责人（随着职位的上升工资待遇也在大幅度的上升）六、【其他福利】：1、公司提供免费的食宿.免费宿舍（宿舍4-6人/间，空调暖气卫生间洗浴等配套设施齐全）免费食堂（每天提供早中晚3顿饭，两荤一素，无回民餐请谅解）2、入职当天即发放安检制服、被褥—安排住宿3、转正后可享受五险待遇，满半年工龄有年终奖，带薪年假等待遇4、(北京市内)免费乘坐地铁。七、【报名方式】1：直接投递简历（点击手机下方进行简历投递此简章）2：直接联系电话（或投递简历） 北京地铁安检欢迎您！
大兴,大兴模塑普工管吃住,5500-7000元/月,普工/操作工,不限,不限,北京北汽模塑科技有限公司,面试岗位 物流 上件 下件长期工：年龄20-35周岁，无纹身薪资待遇：基本工资+绩效工资+技能工资+加班费+夜班补助 ，综合工资5500-7000以上工作地址：采育有犯罪纪律的公司不考虑
百善,生产工人,4000-6000元/月,普工/操作工,不限,不限,北京谷果百味科贸有限公司,岗位职责：1、按照车间主管要求，按时按量完成生产任务，完成当日当月生产任务；2、按工艺要求进行生产操作；3、服从领导安排，完成本岗以外的技术学习任务；4、完成领导交办的临时工作。任职资格：1、18周岁以上2、1年以上生产食品制造型企业工作经验；3、吃苦耐劳，有责任心。工作时间：早9 晚6 加班按规定加班工资
胜利,高端吃住好工资按时,4500-6500元/月,普工/操作工,不限,1-2年,北京恒安卫士保安服务有限公司,1、年龄18-50周岁，身高165米以上，初中以上学历，有无经验均可；2、无犯罪前科记录，身体健康；无不良奢好，禁止饮酒酗酒；3、有意向的持本人身份证原件前来应聘。4、有较好的的语言沟通能力。吃苦耐劳；
国展,自家小厂良人来月八千,7000-9000元/月,普工/操作工,不限,不限,苏州兆正企业管理有限公司,坐班，不是流水线，不穿无尘服，上班可以带手机！招聘要求：18-42岁，要会26个字母招聘岗位：普工、操作工、成检、修边、打磨、外观、摆件、品保年薪7-9万高新企业！工资高！包吃住，伙食好！一天薪资保底300以上主要做手机配件，手机卡槽，摄像头等，工作简单轻松薪资待遇： 一、小时工模式:工资30元/时，夜班补贴20元/天。免费提供住宿，每月综合工资7000-8000元。 二、正式工模式：薪资结构6500-7500元1、基本工资：2590元2、生产奖金：300-5003、职称加给300-500到职一个月后加350元;4、久任奖金坐满1-8个月每月补800，9-12月补1000，满一年一个月补1100;5、加班费：平时加班： 22.33元/小时（1.5倍）周末加班：29.77元/小时（2.0倍)法定假日：44.66元/小时（3.0倍）夜班津贴：夜班津贴20元/天6、年终奖：2000-5000
新国展,线束厂+管吃住+上四休二,6000-7000元/月,普工/操作工,不限,不限,北京鸿宇飞企业咨询有限公司,生产车汽‬线束，不流是‬水线，要长求‬期稳定187—253元/天，一天一节结‬资，管工作餐，管住宿每月有勤满‬奖＋绩效奖＋超产奖，高奖励1000元白夜两班倒要求少干两‬个月以上，也以可‬长期干。上4休2   4天倒一次班年龄要求：18～35岁，男女不限地顺：址‬义后沙峪天竺附近。
新国展,急招三十斤小件货物装卸工,9000-12000元/月,装卸/搬运工,不限,不限,荣成市荣鑫装卸有限公司,因公司业务发展需要急招20斤左右小件货物装卸搬运工一：工作条件18-55周岁，身体健康，对工作认真负责吃苦耐劳优先录取。二：工作岗位1、负责货物，装卸跟搬运的工作。都是包装好的小件货物。货物重量20斤左右，在陆地工作，原地码放托盘，有机器叉车，吊车辅助作业。三：工作时间薪资计件工资，多劳多得，每天平均工资350-500中途可以预支工资，不压工资，人走清账，每天工作8-9小时，加班按照个人意愿。四；待遇1、包吃包住，一日三餐，上下铺宿舍，4人宿舍，生活设施齐全，住宿条件好。（水。电。均免费供应）本公司属于正规的公司与多家公司都有合作所以活儿保证天天都有。报到当天安排工作。工资按时发放、绝不拖欠
九棵树,高薪招生产操作工7-8k,6200-8500元/月,普工/操作工,不限,不限,北京和顺达人力资源顾问有限公司,"职位要求：工厂直招急招大量普工！来面试带行李，当天安排宿舍不用跑来跑去，包吃包住，感谢浏览我们的招聘信息，选择我们没错，不收任何费用，直接上班，麻烦投递简历后主动联系我们,16-45岁都可安排薪资1.小时工： 月薪综合6500-8500元，20-22元/小时220【加班费】长白班，包吃住纯免费！加班费20/小时【员工福利】+离职补贴：工作龄满12个月，可享受多一个月工资！+带薪休假：工作满一年即可享收7天假期，满一年叠加5天假期！+生日福利：生日当天可领取50-100元大红包！+医疗福利：公司内医务室，为员工提供免费医疗咨询和治疗！+绩效奖金：（200-500元/月）+浮动奖金：（100-200元/月）+安家奖金：（100-300元/月）+季度分红：（150元/月）+夜班补贴：（600元/月）本公司主招：组装，包装，检测，工作简单！空调车间空调宿舍，环境好，加班多工作轻松！1、学历：文化程度不限2、健康：无或精神疾病3、年龄：16-45周岁，男女不限4、证件：身份证，有磁伙食：入职当天发饭卡，公司免费提供食宿，饭堂每天供应有包子、炒粉、面条、烧鹅、腿、堡、咖啡、六菜一汤。2、住宿：住宿为4-6人一间，住宿免费、水电费平摊，独立卫生间（空调、电扇），24小时热水器，全厂宿舍无线wifi ////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////需携带资料：本人身份证原件，行李等物品过来应聘工作，工作只安排有需要的人，真心想工作的人，打酱油请 。"
