Date,Open,Close,Change,Zhangdiefu,Low,High,Succeed,Succeed Price
2020-03-16,2897.30,2789.25,-98.17,-3.40%,2784.66,2898.03,351878688,37562700.00
2020-03-13,2804.23,2887.43,-36.06,-1.23%,2799.98,2910.88,366450432,39301964.00
2020-03-12,2936.02,2923.49,-45.03,-1.52%,2906.28,2944.47,307778464,32820920.00
2020-03-11,3001.76,2968.52,-28.24,-0.94%,2968.52,3010.03,352470944,37876664.00
2020-03-10,2918.93,2996.76,53.47,1.82%,2904.80,3000.30,393296640,42501720.00
2020-03-09,2987.18,2943.29,-91.22,-3.01%,2940.71,2989.21,414560736,43814384.00
2020-03-06,3039.94,3034.51,-37.17,-1.21%,3029.46,3052.44,362061536,37738852.00
2020-03-05,3036.15,3071.68,60.01,1.99%,3022.93,3074.26,445425792,48277048.00
2020-03-04,2981.81,3011.67,18.77,0.63%,2974.36,3012.00,353338272,38989392.00
2020-03-03,3006.89,2992.90,21.97,0.74%,2976.62,3026.84,410108032,44705368.00
2020-03-02,2899.31,2970.93,90.63,3.15%,2899.31,2982.51,367333376,39724420.00
2020-02-28,2924.64,2880.30,-111.02,-3.71%,2878.54,2948.13,401216928,43265776.00
2020-02-27,2992.49,2991.33,3.40,0.11%,2980.48,3009.46,350523648,39595564.00
2020-02-26,2978.42,2987.93,-25.12,-0.83%,2974.94,3028.78,469049536,49534144.00
2020-02-25,2982.07,3013.05,-18.18,-0.60%,2943.72,3016.95,441622784,51312864.00
2020-02-24,3027.89,3031.23,-8.44,-0.28%,3007.36,3042.18,370430048,45160136.00
2020-02-21,3022.25,3039.67,9.52,0.31%,3020.14,3058.90,364557280,44506208.00
2020-02-20,2981.88,3030.15,54.75,1.84%,2968.45,3031.37,345732864,41376136.00
2020-02-19,2979.52,2975.40,-9.57,-0.32%,2971.82,2998.27,315141152,38133116.00
2020-02-18,2981.41,2984.97,1.35,0.05%,2960.78,2990.60,311665920,37499856.00
2020-02-17,2924.99,2983.62,66.61,2.28%,2924.99,2983.64,313197984,36701436.00
2020-02-14,2899.87,2917.01,10.93,0.38%,2899.57,2926.94,250650624,30808038.00
2020-02-13,2927.14,2906.07,-20.83,-0.71%,2901.24,2935.41,274804832,33452632.00
2020-02-12,2895.56,2926.90,25.22,0.87%,2892.42,2926.90,248733424,29753442.00
2020-02-11,2894.54,2901.67,11.19,0.39%,2882.24,2913.82,269168320,30295684.00
2020-02-10,2860.50,2890.49,14.52,0.51%,2851.05,2891.85,294929792,34152040.00
2020-02-07,2858.93,2875.96,9.45,0.33%,2838.77,2875.96,309479648,36238416.00
2020-02-06,2826.89,2866.51,48.42,1.72%,2807.61,2876.59,316392128,35858260.00
2020-02-05,2792.37,2818.09,34.80,1.25%,2778.86,2842.74,309761824,34918412.00
2020-02-04,2685.27,2783.29,36.68,1.34%,2685.27,2786.16,364046208,37406848.00
2020-02-03,2716.70,2746.61,-229.92,-7.72%,2716.70,2766.58,215912096,25701960.00
2020-01-23,3037.95,2976.53,-84.23,-2.75%,2955.35,3045.04,272763232,32749038.00
2020-01-22,3038.49,3060.75,8.61,0.28%,3006.27,3069.25,223852864,27845692.00
2020-01-21,3085.79,3052.14,-43.65,-1.41%,3051.23,3085.79,234830752,28626810.00
2020-01-20,3082.11,3095.79,20.29,0.66%,3070.48,3096.31,210493344,27112244.00
2020-01-17,3081.46,3075.50,1.41,0.05%,3067.25,3091.95,190304304,24227304.00
2020-01-16,3095.73,3074.08,-15.96,-0.52%,3070.88,3096.37,203375472,23684336.00
2020-01-15,3103.17,3090.04,-16.78,-0.54%,3082.04,3107.94,202313024,23291346.00
2020-01-14,3120.67,3106.82,-8.75,-0.28%,3105.60,3127.17,229973776,27154244.00
2020-01-13,3091.49,3115.57,23.28,0.75%,3075.38,3115.57,210621008,25852406.00
2020-01-10,3102.29,3092.29,-2.59,-0.08%,3081.40,3105.22,210442464,24155566.00
2020-01-09,3082.64,3094.88,27.99,0.91%,3080.13,3097.33,243435648,27171602.00
2020-01-08,3094.24,3066.89,-37.91,-1.22%,3059.13,3094.24,297872544,30651740.00
2020-01-07,3085.49,3104.80,21.39,0.69%,3084.33,3105.45,276583104,28815924.00
2020-01-06,3070.91,3083.41,-0.38,-0.01%,3065.31,3107.20,312575840,33118254.00
2020-01-03,3089.02,3083.79,-1.41,-0.05%,3074.52,3093.82,261496672,28999172.00
2020-01-02,3066.34,3085.20,35.07,1.15%,3066.34,3098.10,292470208,32719714.00
2019-12-31,3036.39,3050.12,10.10,0.33%,3030.51,3051.68,217429008,22676400.00
2019-12-30,2998.17,3040.02,34.99,1.16%,2983.34,3041.40,248066544,26738300.00
2019-12-27,3006.85,3005.04,-2.32,-0.08%,3003.63,3036.11,247102768,25811874.00
2019-12-26,2981.25,3007.35,25.47,0.85%,2980.40,3007.35,182440432,19558608.00
2019-12-25,2980.43,2981.88,-0.80,-0.03%,2970.66,2988.29,175654032,18960856.00
2019-12-24,2965.83,2982.68,19.93,0.67%,2960.68,2983.82,163030256,16736667.00
2019-12-23,2999.04,2962.75,-42.19,-1.40%,2960.44,3009.34,205716624,21848428.00
2019-12-20,3019.64,3004.94,-12.13,-0.40%,3002.26,3027.48,215075760,22330504.00
2019-12-19,3017.15,3017.07,0.02,0.00%,3007.99,3021.42,208624272,22068828.00
2019-12-18,3021.47,3017.04,-5.38,-0.18%,3011.72,3033.23,244089696,25917362.00
2019-12-17,2985.26,3022.42,38.03,1.27%,2982.50,3039.38,293032256,30209092.00
2019-12-16,2970.97,2984.39,16.72,0.56%,2958.71,2984.64,211862112,23766676.00
2019-12-13,2937.78,2967.68,51.98,1.78%,2935.85,2969.98,211978592,23403654.00
2019-12-12,2926.34,2915.70,-8.72,-0.30%,2913.48,2926.34,151760800,16604416.00
2019-12-11,2922.60,2924.42,7.10,0.24%,2915.00,2928.26,165541088,17571608.00
2019-12-10,2908.94,2917.32,2.84,0.10%,2902.79,2919.20,170124000,18061730.00
2019-12-09,2914.46,2914.48,2.46,0.08%,2905.25,2919.59,160796528,17454648.00
2019-12-06,2902.28,2912.01,12.55,0.43%,2894.75,2912.01,134128872,14950733.00
2019-12-05,2886.52,2899.47,21.35,0.74%,2885.08,2902.00,143163088,15973659.00
2019-12-04,2876.91,2878.12,-6.58,-0.23%,2869.42,2882.50,125543648,13587922.00
2019-12-03,2869.88,2884.70,8.89,0.31%,2857.32,2884.86,123778744,13527861.00
2019-12-02,2874.45,2875.81,3.83,0.13%,2870.24,2888.89,128755808,13935177.00
2019-11-29,2885.97,2871.98,-17.71,-0.61%,2858.58,2892.39,122612968,14037131.00
2019-11-28,2902.36,2889.69,-13.50,-0.47%,2883.43,2909.84,119522464,12261655.00
2019-11-27,2905.40,2903.19,-3.87,-0.13%,2893.42,2914.49,133862208,13744970.00
2019-11-26,2912.52,2907.06,0.89,0.03%,2897.93,2915.04,170004672,16549677.00
2019-11-25,2885.61,2906.17,20.88,0.72%,2880.65,2906.61,178587424,17423458.00
2019-11-22,2906.24,2885.29,-18.35,-0.63%,2873.99,2925.02,158623360,18059384.00
2019-11-21,2902.55,2903.64,-7.42,-0.25%,2891.53,2910.36,123458608,13985120.00
2019-11-20,2928.11,2911.05,-22.94,-0.78%,2907.42,2930.49,137357520,15854320.00
2019-11-19,2904.28,2933.99,24.79,0.85%,2902.85,2933.99,135417600,15577075.00
2019-11-18,2889.55,2909.20,17.86,0.62%,2884.09,2911.38,124433176,14467742.00
2019-11-15,2911.35,2891.34,-18.53,-0.64%,2891.20,2917.83,135519472,15257639.00
2019-11-14,2907.74,2909.87,4.63,0.16%,2899.62,2917.37,129145448,15157618.00
2019-11-13,2913.02,2905.24,-9.58,-0.33%,2893.97,2913.86,129765840,14694364.00
2019-11-12,2913.00,2914.82,4.85,0.17%,2891.51,2918.30,129729160,13906072.00
2019-11-11,2949.96,2909.97,-54.21,-1.83%,2906.77,2949.96,157916112,16628515.00
2019-11-08,2993.98,2964.18,-14.53,-0.49%,2962.84,2998.76,149742112,17386722.00
2019-11-07,2978.15,2978.71,0.12,0.00%,2969.12,2988.96,136952672,15583488.00
2019-11-06,2992.04,2978.60,-12.97,-0.43%,2969.72,2995.56,165263552,18398524.00
2019-11-05,2977.70,2991.56,16.07,0.54%,2968.03,3008.31,179891584,20369162.00
2019-11-04,2964.58,2975.49,17.29,0.58%,2964.58,2983.06,167248368,18871010.00
2019-11-01,2924.34,2958.20,29.14,0.99%,2917.15,2959.83,159907376,17563084.00
2019-10-31,2944.84,2929.06,-10.26,-0.35%,2923.52,2946.75,161571488,18180194.00
2019-10-30,2949.46,2939.32,-14.86,-0.50%,2934.83,2953.30,158798112,18152950.00
2019-10-29,2979.04,2954.18,-25.87,-0.87%,2954.18,2979.04,166110048,19528808.00
2019-10-28,2958.69,2980.05,25.12,0.85%,2956.96,2980.13,173731472,19881700.00
2019-10-25,2940.47,2954.93,14.01,0.48%,2920.52,2958.24,136860704,16022408.00
2019-10-24,2944.01,2940.92,-0.70,-0.02%,2927.06,2953.04,126540288,14166724.00
2019-10-23,2952.97,2941.62,-12.76,-0.43%,2934.63,2957.30,123812888,13965364.00
2019-10-22,2945.60,2954.38,14.76,0.50%,2934.39,2954.64,117482048,13038174.00
2019-10-21,2933.90,2939.62,1.48,0.05%,2917.69,2940.32,132475104,14568589.00
2019-10-18,2982.34,2938.14,-39.19,-1.32%,2933.24,2987.20,149990672,16201828.00
2019-10-17,2979.99,2977.33,-1.38,-0.05%,2969.57,2986.72,122527608,13605125.00
2019-10-16,2992.61,2978.71,-12.33,-0.41%,2975.92,3010.42,149885488,16679154.00
2019-10-15,3005.66,2991.05,-16.84,-0.56%,2986.30,3005.66,155376912,16953194.00
