Date,Open,Close,Change,Zhangdiefu,Low,High,Succeed,Succeed Price
2010-09-13,2665.66,2688.32,25.11,0.94%,2660.61,2696.67,117918912,14079635.00
2010-09-10,2657.24,2663.21,6.86,0.26%,2628.83,2667.84,113041152,13413026.00
2010-09-09,2698.64,2656.35,-38.94,-1.44%,2651.60,2698.64,132989432,15615884.00
2010-09-08,2687.71,2695.29,-3.07,-0.11%,2674.32,2695.84,113519408,13096146.00
2010-09-07,2698.22,2698.36,2.11,0.08%,2679.02,2704.93,112231536,12361981.00
2010-09-06,2667.20,2696.25,40.86,1.54%,2664.24,2698.60,144209072,16024381.00
2010-09-03,2658.13,2655.39,-0.38,-0.01%,2631.85,2660.54,129456528,14597523.00
2010-09-02,2646.89,2655.78,32.89,1.25%,2636.42,2659.98,124076240,14206583.00
2010-09-01,2641.05,2622.88,-15.92,-0.60%,2604.49,2662.88,127164936,13849397.00
2010-08-31,2644.79,2638.80,-13.87,-0.52%,2626.79,2647.25,110890240,12475374.00
2010-08-30,2622.27,2652.66,41.92,1.61%,2620.19,2656.35,110479520,12086240.00
2010-08-27,2602.50,2610.74,7.26,0.28%,2588.64,2613.49,70466096,7518346.50
2010-08-26,2604.88,2603.48,6.90,0.27%,2590.61,2616.96,80313856,8180545.00
2010-08-25,2634.95,2596.58,-53.73,-2.03%,2595.73,2645.50,109695824,10826574.00
2010-08-24,2636.53,2650.31,10.94,0.41%,2614.56,2667.17,107243640,10631834.00
2010-08-23,2637.82,2639.37,-2.94,-0.11%,2629.71,2656.12,88136544,9149288.00
2010-08-20,2677.02,2642.31,-45.67,-1.70%,2636.91,2683.29,116172184,11981734.00
2010-08-19,2669.43,2687.98,21.68,0.81%,2659.30,2701.93,128441608,13323366.00
2010-08-18,2674.50,2666.30,-5.59,-0.21%,2654.41,2687.76,136254352,12883105.00
2010-08-17,2663.18,2671.89,10.18,0.38%,2654.01,2677.57,122638296,12859772.00
2010-08-16,2603.79,2661.71,55.01,2.11%,2596.77,2665.31,125862816,13073685.00
2010-08-13,2576.69,2606.70,31.22,1.21%,2564.84,2607.03,88820448,9134250.00
2010-08-12,2584.92,2575.48,-32.02,-1.23%,2570.96,2608.76,92675208,9600586.00
2010-08-11,2587.61,2607.50,12.22,0.47%,2586.02,2618.45,86941464,8875183.00
2010-08-10,2672.79,2595.27,-77.26,-2.89%,2594.34,2675.31,127010016,12956770.00
2010-08-09,2656.36,2672.53,14.14,0.53%,2650.40,2676.09,119964752,12655718.00
2010-08-06,2618.71,2658.39,37.64,1.44%,2598.91,2659.41,120927280,12336453.00
2010-08-05,2636.24,2620.76,-17.76,-0.67%,2606.62,2640.59,113514384,11542638.00
2010-08-04,2620.50,2638.52,11.52,0.44%,2589.99,2638.90,112123744,11284573.00
2010-08-03,2678.79,2627.00,-45.51,-1.70%,2626.72,2681.79,127971096,13039750.00
2010-08-02,2635.81,2672.52,35.01,1.33%,2633.65,2675.76,112944632,11022861.00
2010-07-30,2642.85,2637.50,-10.61,-0.40%,2614.73,2643.03,94773792,9412094.00
2010-07-29,2635.05,2648.12,14.45,0.55%,2623.94,2656.41,139123616,13120031.00
2010-07-28,2574.32,2633.66,58.30,2.26%,2564.16,2636.00,128979536,12194719.00
2010-07-27,2581.59,2575.37,-13.32,-0.51%,2565.64,2588.00,86605240,8515695.00
2010-07-26,2576.37,2588.68,16.66,0.65%,2556.47,2589.48,93326488,8858877.00
2010-07-23,2566.85,2572.03,9.62,0.38%,2549.24,2579.52,114373152,10116859.00
2010-07-22,2525.98,2562.41,27.01,1.07%,2522.20,2563.24,105934216,9575490.00
2010-07-21,2529.62,2535.39,6.66,0.26%,2520.15,2553.45,114247832,10577252.00
2010-07-20,2477.75,2528.73,53.31,2.15%,2477.46,2530.33,118598368,11164175.00
2010-07-19,2399.58,2475.42,51.15,2.11%,2392.27,2484.19,88838960,7947529.50
2010-07-16,2414.68,2424.27,-0.03,0.00%,2389.07,2428.46,70793304,5599224.00
2010-07-15,2465.99,2424.30,-46.14,-1.87%,2423.65,2487.24,105539232,7218634.00
2010-07-14,2456.10,2470.44,20.15,0.82%,2456.10,2494.59,72946144,7022122.00
2010-07-13,2468.69,2450.29,-40.43,-1.62%,2439.24,2468.69,66327020,6339204.50
2010-07-12,2468.54,2490.72,19.80,0.80%,2455.81,2501.02,82922344,8158060.50
2010-07-09,2416.58,2470.92,55.77,2.31%,2398.68,2485.60,85890152,8183466.50
2010-07-08,2429.68,2415.15,-5.97,-0.25%,2402.00,2436.28,54485956,5044920.50
2010-07-07,2407.67,2421.12,11.69,0.49%,2392.57,2421.68,56110700,5249374.50
2010-07-06,2358.28,2409.42,45.48,1.92%,2356.55,2409.78,61364296,5561825.50
2010-07-05,2358.76,2363.95,-18.95,-0.80%,2335.57,2378.09,47996452,4299967.00
2010-07-02,2371.32,2382.90,9.11,0.38%,2319.74,2386.40,68329568,6154527.00
2010-07-01,2393.95,2373.79,-24.58,-1.02%,2371.78,2410.77,49967688,4641516.00
2010-06-30,2409.54,2398.37,-28.68,-1.18%,2382.36,2411.44,55210568,5115435.00
2010-06-29,2534.50,2427.05,-108.22,-4.27%,2425.93,2541.14,73744904,7136187.00
2010-06-28,2550.65,2535.28,-17.54,-0.69%,2528.39,2561.49,43203936,4525733.00
2010-06-25,2556.54,2552.82,-13.93,-0.54%,2534.27,2572.83,50078852,5168799.50
2010-06-24,2563.64,2566.75,-3.13,-0.12%,2554.34,2586.90,48856572,5102073.00
2010-06-23,2576.34,2569.87,-18.83,-0.73%,2546.52,2593.67,58776820,6189482.00
2010-06-22,2579.63,2588.70,2.49,0.10%,2572.96,2598.35,63681460,6589844.00
2010-06-21,2517.29,2586.21,72.99,2.90%,2504.31,2587.34,78554424,8169403.00
2010-06-18,2556.60,2513.22,-47.02,-1.84%,2505.33,2568.86,67218456,7284091.50
2010-06-17,2588.97,2560.25,-9.70,-0.38%,2559.72,2595.51,54957040,6165070.00
2010-06-11,2574.90,2569.94,7.36,0.29%,2566.62,2590.98,66519280,7392036.50
2010-06-10,2561.55,2562.58,-21.29,-0.82%,2554.79,2581.05,74583960,8056928.50
2010-06-09,2523.88,2583.87,69.92,2.78%,2501.12,2589.47,96030984,10266253.00
2010-06-08,2510.08,2513.95,2.22,0.09%,2491.65,2531.88,63032468,6934265.00
2010-06-07,2508.33,2511.73,-41.86,-1.64%,2491.66,2527.10,65697988,7015378.00
2010-06-04,2536.23,2553.59,0.94,0.04%,2527.87,2556.97,56518496,6064596.00
2010-06-03,2575.77,2552.66,-18.77,-0.73%,2551.53,2596.14,69502328,7446243.50
2010-06-02,2548.54,2571.42,3.14,0.12%,2521.06,2572.34,64866632,6969252.00
2010-06-01,2577.76,2568.28,-23.86,-0.92%,2534.27,2598.90,74666112,7981466.50
2010-05-31,2647.87,2592.15,-63.62,-2.40%,2591.53,2665.39,78743880,8720375.00
2010-05-28,2680.40,2655.77,-0.15,-0.01%,2641.41,2686.54,86947992,9864877.00
2010-05-27,2615.10,2655.92,30.12,1.15%,2583.55,2662.08,87883568,9651628.00
2010-05-26,2620.85,2625.79,3.16,0.12%,2610.51,2644.94,68710464,7519563.00
2010-05-25,2654.36,2622.63,-50.79,-1.90%,2609.09,2659.74,93269056,10169741.00
2010-05-24,2596.32,2673.42,89.90,3.48%,2596.32,2680.49,112497272,12177123.00
2010-05-21,2492.57,2583.52,27.58,1.08%,2481.97,2584.45,83856096,8699829.00
2010-05-20,2571.54,2555.94,-31.87,-1.23%,2551.45,2609.64,66390040,7196165.50
2010-05-19,2581.63,2587.81,-6.98,-0.27%,2554.98,2623.96,71372184,7663173.50
2010-05-18,2555.14,2594.78,34.85,1.36%,2529.62,2603.32,82792384,8465977.00
2010-05-17,2663.88,2559.93,-136.70,-5.07%,2557.24,2663.88,82648328,8820761.00
2010-05-14,2692.10,2696.63,-13.88,-0.51%,2677.19,2712.86,73368024,8257673.00
2010-05-13,2653.58,2710.51,54.79,2.06%,2646.90,2711.07,83077736,9073612.00
2010-05-12,2628.02,2655.71,8.14,0.31%,2604.20,2668.12,82544160,9058204.00
2010-05-11,2745.60,2647.57,-51.18,-1.90%,2638.53,2751.07,87897112,10098056.00
2010-05-10,2690.86,2698.76,10.37,0.39%,2646.59,2713.06,81854048,9543935.00
2010-05-07,2685.99,2688.38,-51.32,-1.87%,2665.81,2732.18,92026256,10850246.00
2010-05-06,2838.95,2739.70,-117.45,-4.11%,2735.00,2838.95,92649320,11319942.00
2010-05-05,2804.51,2857.15,21.87,0.77%,2770.33,2857.29,95340576,11415580.00
2010-05-04,2821.35,2835.28,-35.33,-1.23%,2809.13,2862.55,66079848,7876291.00
2010-04-30,2867.65,2870.61,2.18,0.08%,2820.95,2875.81,88734440,10598998.00
2010-04-29,2912.20,2868.43,-31.90,-1.10%,2867.94,2928.93,89344432,11220633.00
2010-04-28,2883.17,2900.33,-7.60,-0.26%,2865.47,2916.68,83749408,10485072.00
2010-04-27,2962.15,2907.93,-61.58,-2.07%,2866.34,2962.15,108271280,13115856.00
2010-04-26,2988.08,2969.50,-14.03,-0.47%,2965.83,2996.83,89146672,11625442.00
2010-04-23,2995.57,2983.54,-15.95,-0.53%,2966.78,3015.63,103518712,13588139.00
2010-04-22,3021.29,2999.48,-33.79,-1.11%,2978.46,3023.64,121726672,15333772.00
2010-04-21,2984.62,3033.28,53.74,1.80%,2972.10,3034.33,116308512,14602766.00
2010-04-20,2980.08,2979.53,-0.76,-0.03%,2941.35,2998.91,101732248,12478382.00
2010-04-19,3096.78,2980.30,-150.00,-4.79%,2977.77,3096.78,129360504,15639444.00
2010-04-16,3159.67,3130.30,-34.66,-1.10%,3121.37,3159.67,80934920,10290445.00
2010-04-15,3168.14,3164.97,-1.22,-0.04%,3135.99,3181.66,106263912,13681295.00
2010-04-14,3161.55,3166.18,4.93,0.16%,3145.55,3167.66,106435848,13791938.00
2010-04-13,3129.69,3161.25,31.99,1.02%,3101.48,3173.63,143982032,18468946.00
2010-04-12,3151.89,3129.26,-16.08,-0.51%,3111.90,3156.21,137962704,17500384.00
2010-04-09,3118.93,3145.35,26.64,0.85%,3114.79,3146.46,105425960,13409415.00
2010-04-08,3143.45,3118.71,-29.51,-0.94%,3110.26,3143.83,114643384,14217960.00
2010-04-07,3156.31,3148.22,-10.46,-0.33%,3132.24,3161.08,103521568,12677163.00
2010-04-06,3170.61,3158.68,0.72,0.02%,3141.93,3177.97,116814704,14408262.00
2010-04-02,3154.77,3157.96,10.54,0.33%,3141.87,3159.60,122789384,15005085.00
2010-04-01,3111.94,3147.42,38.31,1.23%,3111.94,3148.34,126779216,15401427.00
2010-03-31,3129.57,3109.10,-19.36,-0.62%,3101.76,3130.11,101143344,12280445.00
2010-03-30,3123.83,3128.47,4.67,0.15%,3113.77,3132.58,102431520,12518460.00
2010-03-29,3076.05,3123.80,64.08,2.09%,3071.69,3130.28,131895112,15518715.00
2010-03-26,3017.22,3059.72,40.54,1.34%,3009.91,3067.71,93077720,10895722.00
2010-03-25,3051.36,3019.18,-37.63,-1.23%,3012.31,3051.36,90190544,10528501.00
2010-03-24,3058.93,3056.81,3.68,0.12%,3052.21,3076.75,89266360,10352005.00
2010-03-23,3076.96,3053.12,-21.45,-0.70%,3051.21,3082.97,92867192,10871826.00
2010-03-22,3069.66,3074.58,6.83,0.22%,3061.76,3083.34,96499416,11343865.00
2010-03-19,3046.75,3067.75,21.66,0.71%,3031.02,3069.66,88481184,10321226.00
2010-03-18,3053.16,3046.09,-4.39,-0.14%,3035.02,3063.59,91379128,10854126.00
2010-03-17,2999.81,3050.48,57.64,1.93%,2994.89,3050.76,87085704,10501032.00
2010-03-16,2974.49,2992.84,15.90,0.53%,2963.44,2993.84,59627992,6993164.50
2010-03-15,3010.72,2976.94,-36.47,-1.21%,2963.49,3013.52,63749772,7477982.00
2010-03-12,3051.47,3013.41,-37.87,-1.24%,3011.97,3057.52,71418912,8435294.00
2010-03-11,3050.64,3051.28,2.36,0.08%,3025.31,3070.94,79872192,9618569.00
2010-03-10,3067.15,3048.93,-20.21,-0.66%,3034.74,3085.99,84612952,9873958.00
2010-03-09,3053.26,3069.14,15.91,0.52%,3028.69,3084.85,92381800,10748965.00
2010-03-08,3036.42,3053.23,22.17,0.73%,3030.91,3058.83,81011944,9275154.00
2010-03-05,3026.64,3031.06,7.69,0.25%,3011.09,3044.17,92259664,10576400.00
2010-03-04,3098.07,3023.37,-73.63,-2.38%,3016.22,3102.40,126383896,14493996.00
2010-03-03,3074.10,3097.00,23.90,0.78%,3061.47,3098.46,117156512,13652206.00
2010-03-02,3089.71,3073.11,-14.73,-0.48%,3060.96,3095.99,105327648,12455867.00
2010-03-01,3057.01,3087.84,35.90,1.18%,3054.55,3093.09,111038872,13130189.00
2010-02-26,3053.50,3051.94,-8.68,-0.28%,3041.69,3067.52,101296288,12146897.00
2010-02-25,3026.66,3060.62,38.44,1.27%,3022.37,3063.00,119670784,13896150.00
2010-02-24,2964.98,3022.18,39.60,1.33%,2955.07,3023.74,92918960,10556866.00
2010-02-23,2998.91,2982.57,-20.82,-0.69%,2938.75,2998.91,80392856,9822352.00
2010-02-22,3016.70,3003.40,-14.74,-0.49%,3002.81,3026.66,68505144,7874484.00
2010-02-12,2996.09,3018.13,32.63,1.09%,2993.44,3018.86,56092124,6693157.00
2010-02-11,2985.08,2985.50,3.00,0.10%,2976.08,3001.64,56646304,6489251.00
2010-02-10,2967.14,2982.50,33.66,1.14%,2958.22,2983.18,55588004,6701790.50
2010-02-09,2932.09,2948.84,13.67,0.47%,2929.21,2957.47,62282208,6811241.50
2010-02-08,2936.45,2935.17,-4.23,-0.14%,2922.19,2954.27,63299584,7315998.50
2010-02-05,2936.20,2939.40,-55.91,-1.87%,2918.91,2959.23,97274992,11088228.00
2010-02-04,2983.05,2995.31,-8.53,-0.28%,2968.68,3015.13,99918368,11460129.00
2010-02-03,2945.03,3003.83,69.12,2.36%,2890.02,3005.13,101022536,11904640.00
2010-02-02,2955.75,2934.71,-6.65,-0.23%,2930.56,2990.75,82485792,9768586.00
2010-02-01,2981.37,2941.36,-47.93,-1.60%,2912.89,2981.37,88147120,10376040.00
2010-01-29,2979.74,2989.29,-4.85,-0.16%,2968.45,3024.85,80475872,9565689.00
2010-01-28,2985.21,2994.14,7.54,0.25%,2963.89,3006.04,73365768,8565427.00
2010-01-27,3020.54,2986.61,-32.79,-1.09%,2972.63,3028.65,76552216,9032458.00
2010-01-26,3094.85,3019.39,-75.02,-2.42%,3001.96,3107.20,93507096,10925697.00
2010-01-25,3103.32,3094.41,-34.18,-1.09%,3092.93,3137.00,78361864,9514598.00
2010-01-22,3118.72,3128.59,-30.28,-0.96%,3062.63,3147.83,137758528,16357068.00
2010-01-21,3154.19,3158.86,7.01,0.22%,3126.90,3176.15,114337072,14210317.00
2010-01-20,3252.04,3151.85,-95.02,-2.93%,3148.33,3255.13,158243120,19266166.00
2010-01-19,3242.22,3246.87,9.78,0.30%,3236.84,3268.81,129943528,16267257.00
2010-01-18,3213.64,3237.10,12.95,0.40%,3202.21,3238.24,135067232,16976070.00
2010-01-15,3217.19,3224.15,8.60,0.27%,3197.22,3241.81,120541136,15144193.00
2010-01-14,3183.38,3215.55,42.89,1.35%,3165.60,3219.02,135954496,16800420.00
2010-01-13,3204.98,3172.66,-101.31,-3.09%,3165.49,3232.82,158344272,19732990.00
2010-01-12,3205.71,3273.97,61.22,1.91%,3180.08,3275.20,140655232,17394958.00
2010-01-11,3301.61,3212.75,16.75,0.52%,3197.33,3306.75,136327216,17755764.00
2010-01-08,3177.26,3196.00,3.22,0.10%,3149.02,3198.92,98377144,12173988.00
2010-01-07,3253.99,3192.78,-61.44,-1.89%,3176.71,3268.82,128652832,15722958.00
2010-01-06,3277.52,3254.22,-27.96,-0.85%,3253.04,3295.87,123651376,15804011.00
2010-01-05,3254.47,3282.18,38.42,1.18%,3221.46,3290.51,126115064,16185817.00
2010-01-04,3289.75,3243.76,-33.38,-1.02%,3243.32,3295.28,109447928,13377349.00
2009-12-31,3265.00,3277.14,14.54,0.45%,3250.03,3282.21,116520408,13897736.00
2009-12-30,3211.83,3262.60,50.84,1.58%,3206.22,3267.00,129456032,15775706.00
2009-12-29,3190.17,3211.76,22.98,0.72%,3166.76,3212.52,102612632,11706184.00
2009-12-28,3148.86,3188.78,47.43,1.51%,3148.86,3202.09,91211616,11061027.00
2009-12-25,3149.23,3141.35,-12.06,-0.38%,3128.15,3154.77,84545784,10148490.00
2009-12-24,3080.87,3153.41,79.63,2.59%,3075.11,3156.53,102406208,12331372.00
2009-12-23,3048.20,3073.78,23.26,0.76%,3041.35,3078.84,80058136,9089488.00
2009-12-22,3126.61,3050.52,-72.45,-2.32%,3039.86,3129.31,85080784,9947957.00
2009-12-21,3108.07,3122.97,9.09,0.29%,3088.00,3123.99,74568128,9022987.00
2009-12-18,3154.81,3113.89,-65.19,-2.05%,3108.03,3169.58,101866376,11651154.00
2009-12-17,3261.61,3179.08,-76.14,-2.34%,3176.63,3272.98,105646584,12380468.00
2009-12-16,3262.86,3255.21,-19.25,-0.59%,3246.61,3299.33,103873512,12316901.00
2009-12-15,3283.60,3274.46,-28.44,-0.86%,3267.94,3303.18,101484568,12606888.00
2009-12-14,3246.95,3302.90,55.59,1.71%,3178.23,3315.03,118243320,13933019.00
2009-12-11,3260.45,3247.32,-6.95,-0.21%,3242.37,3280.94,91542944,10760965.00
2009-12-10,3258.35,3254.26,14.70,0.45%,3225.56,3276.13,94306520,11262084.00
2009-12-09,3258.00,3239.57,-57.10,-1.73%,3228.20,3284.65,115095032,13633190.00
2009-12-08,3330.33,3296.66,-35.23,-1.06%,3260.67,3330.38,137065568,16270274.00
2009-12-07,3313.06,3331.90,14.85,0.45%,3302.13,3334.01,139876000,17177718.00
2009-12-04,3256.61,3317.04,52.42,1.61%,3214.84,3319.13,215945072,25742474.00
2009-12-03,3268.00,3264.63,-5.12,-0.16%,3227.77,3270.37,159219984,18914282.00
2009-12-02,3252.98,3269.75,34.39,1.06%,3245.96,3278.27,175051360,20388114.00
2009-12-01,3191.06,3235.36,40.06,1.25%,3173.42,3240.66,165279760,19122420.00
2009-11-30,3114.29,3195.30,99.04,3.20%,3114.29,3195.88,138860272,16025361.00
2009-11-27,3137.30,3096.26,-74.72,-2.36%,3080.89,3169.75,148802720,17202722.00
2009-11-26,3296.01,3170.98,-119.18,-3.62%,3160.35,3305.33,217978832,25447066.00
2009-11-25,3214.81,3290.17,66.64,2.07%,3188.02,3291.17,189026736,21800508.00
2009-11-24,3352.22,3223.53,-115.14,-3.45%,3214.03,3361.39,250211552,29077694.00
2009-11-23,3312.97,3338.66,30.32,0.92%,3305.50,3339.30,169531584,20366432.00
2009-11-20,3309.38,3308.35,-12.27,-0.37%,3280.18,3332.53,176074032,20056702.00
2009-11-19,3311.19,3320.61,17.38,0.53%,3285.80,3329.03,174619648,19472774.00
2009-11-18,3287.26,3303.23,20.34,0.62%,3274.21,3315.87,158663952,18154176.00
2009-11-17,3291.04,3282.89,7.84,0.24%,3275.30,3298.38,166037312,19475590.00
2009-11-16,3206.43,3275.05,87.40,2.74%,3206.43,3275.55,200378976,22823718.00
2009-11-13,3164.65,3187.65,14.70,0.46%,3127.50,3189.09,151147488,16554402.00
2009-11-12,3181.46,3172.95,-2.25,-0.07%,3163.08,3199.87,138033056,15257467.00
2009-11-11,3176.31,3175.19,-3.42,-0.11%,3149.07,3186.59,126821704,14448986.00
2009-11-10,3203.17,3178.61,3.02,0.10%,3176.25,3211.10,142448016,16298779.00
2009-11-09,3162.15,3175.58,11.55,0.36%,3141.77,3176.66,139189824,15876955.00
2009-11-06,3176.14,3164.04,8.98,0.28%,3156.99,3183.57,163490816,18095132.00
2009-11-05,3133.50,3155.05,26.52,0.85%,3122.52,3158.72,145465760,15533171.00
2009-11-04,3119.31,3128.54,14.31,0.46%,3096.35,3141.45,145370272,16392159.00
2009-11-03,3085.74,3114.23,37.58,1.22%,3078.94,3121.20,150552256,17032218.00
2009-11-02,2933.82,3076.65,80.80,2.70%,2923.52,3077.91,137286112,15485908.00
2009-10-30,3007.25,2995.85,35.38,1.20%,2983.93,3027.13,104792184,11740276.00
2009-10-29,2975.20,2960.47,-70.86,-2.34%,2952.01,2993.44,110282232,11730181.00
2009-10-28,3014.18,3031.33,9.87,0.33%,2974.26,3038.06,100973136,11419089.00
2009-10-27,3086.09,3021.46,-88.11,-2.83%,3020.49,3086.09,120886752,13981612.00
2009-10-26,3114.29,3109.57,1.72,0.06%,3083.18,3123.36,114826120,13136324.00
2009-10-23,3057.39,3107.85,56.44,1.85%,3057.39,3123.46,138600896,15726368.00
2009-10-22,3068.68,3051.41,-19.18,-0.62%,3045.03,3080.66,103031488,11956716.00
2009-10-21,3080.52,3070.59,-13.86,-0.45%,3062.56,3105.51,135482768,15515540.00
2009-10-20,3062.55,3084.45,46.18,1.52%,3053.64,3084.94,143651184,16716104.00
2009-10-19,2974.64,3038.27,61.64,2.07%,2962.31,3039.60,120615600,14059146.00
2009-10-16,2992.75,2976.63,-3.16,-0.11%,2931.92,3008.18,92222800,10475865.00
2009-10-15,2994.89,2979.79,9.26,0.31%,2967.11,3014.26,98617592,11045532.00
2009-10-14,2945.67,2970.53,34.34,1.17%,2943.74,3010.61,129630144,14156838.00
2009-10-13,2889.79,2936.19,41.71,1.44%,2886.96,2937.82,79997904,8854789.00
2009-10-12,2927.02,2894.48,-17.23,-0.59%,2893.57,2932.08,88186632,9995180.00
2009-10-09,2840.13,2911.72,132.29,4.76%,2834.62,2912.55,85546560,9316797.00
2009-09-30,2772.57,2779.43,24.89,0.90%,2763.71,2803.86,64833256,6813630.00
2009-09-29,2763.76,2754.54,-8.98,-0.33%,2712.30,2779.69,73565536,7430375.00
2009-09-28,2844.37,2763.52,-75.32,-2.65%,2752.77,2857.95,71874584,7548956.00
2009-09-25,2836.70,2838.84,-14.71,-0.52%,2812.92,2864.07,75167600,8107137.50
2009-09-24,2824.58,2853.55,10.83,0.38%,2783.11,2886.26,102541320,11094511.00
2009-09-23,2897.81,2842.72,-54.83,-1.89%,2825.86,2924.20,107626360,11678668.00
2009-09-22,2956.13,2897.55,-69.46,-2.34%,2896.94,2982.90,124074704,13783060.00
2009-09-21,2937.93,2967.01,4.34,0.15%,2871.65,2968.70,136231984,14576668.00
2009-09-18,3063.31,2962.67,-97.59,-3.19%,2940.83,3068.03,168076592,18145862.00
2009-09-17,3015.59,3060.26,60.55,2.02%,3015.59,3064.23,160740400,17815170.00
2009-09-16,3027.51,2999.71,-34.02,-1.12%,2960.59,3028.56,147415776,16833368.00
2009-09-15,3029.10,3033.73,6.99,0.23%,2999.43,3050.43,144467760,16003737.00
2009-09-14,2990.93,3026.74,36.95,1.24%,2984.83,3033.08,143711216,15710154.00
2009-09-11,2917.19,2989.79,64.91,2.22%,2915.90,2999.33,123246664,13796331.00
2009-09-10,2934.96,2924.88,-21.38,-0.73%,2911.21,2958.95,105894864,11695973.00
2009-09-09,2944.17,2946.26,15.78,0.54%,2900.11,2962.29,130754496,15330083.00
2009-09-08,2865.70,2930.48,49.36,1.71%,2831.85,2931.23,127929384,14862821.00
2009-09-07,2877.62,2881.12,19.51,0.68%,2860.00,2919.35,131182808,14673628.00
2009-09-04,2841.17,2861.61,16.58,0.58%,2827.58,2875.98,128889936,14223478.00
2009-09-03,2722.30,2845.02,130.05,4.79%,2715.62,2854.16,129890256,13887549.00
2009-09-02,2681.33,2714.97,31.25,1.16%,2669.22,2729.71,83934712,8818822.00
2009-09-01,2649.17,2683.72,15.98,0.60%,2639.76,2727.08,98042584,10172143.00
2009-08-31,2817.63,2667.75,-192.94,-6.74%,2663.00,2817.63,118246248,12463680.00
2009-08-28,2938.42,2860.69,-85.71,-2.91%,2843.11,2949.43,123048496,13375388.00
2009-08-27,2947.83,2946.40,-21.20,-0.71%,2909.89,2988.03,136745904,14524665.00
2009-08-26,2889.74,2967.59,51.79,1.78%,2872.26,2995.80,130425352,14373382.00
2009-08-25,2980.10,2915.80,-77.63,-2.59%,2823.64,2980.10,145236176,16095017.00
2009-08-24,2982.19,2993.43,32.66,1.10%,2944.92,3004.90,122875720,13883392.00
2009-08-21,2905.05,2960.77,49.19,1.69%,2883.27,2969.52,126790296,13791122.00
2009-08-20,2798.37,2911.58,126.00,4.52%,2798.37,2914.64,110039080,12209743.00
2009-08-19,2916.09,2785.58,-125.30,-4.30%,2761.40,2929.06,114469472,12226499.00
2009-08-18,2845.33,2910.88,40.25,1.40%,2827.11,2920.64,106251528,11788473.00
2009-08-17,2994.87,2870.63,-176.34,-5.79%,2867.39,3020.26,125058960,13750529.00
2009-08-14,3138.15,3046.97,-93.59,-2.98%,3039.30,3146.00,125815592,14631718.00
2009-08-13,3112.57,3140.56,27.84,0.89%,3060.12,3150.36,116934224,13862230.00
2009-08-12,3255.99,3112.72,-152.01,-4.66%,3104.56,3255.99,134447456,15750278.00
2009-08-11,3261.41,3264.73,14.97,0.46%,3222.71,3273.02,103752296,12259068.00
2009-08-10,3287.76,3249.76,-10.93,-0.34%,3201.06,3307.89,126683744,15309224.00
2009-08-07,3352.66,3260.69,-95.64,-2.85%,3244.10,3374.46,153160000,18496552.00
2009-08-06,3401.48,3356.33,-72.17,-2.11%,3309.61,3419.74,174827376,21697796.00
2009-08-05,3467.05,3428.50,-42.94,-1.24%,3385.42,3468.10,202502528,24094202.00
2009-08-04,3477.11,3471.44,8.85,0.26%,3404.82,3478.01,211490160,25112508.00
2009-08-03,3429.69,3462.59,50.53,1.48%,3398.45,3465.17,200813712,23632190.00
2009-07-31,3354.68,3412.06,90.50,2.72%,3333.72,3414.15,193714384,22391342.00
2009-07-30,3281.20,3321.56,55.13,1.69%,3215.75,3336.64,198010208,21980524.00
2009-07-29,3419.99,3266.43,-171.94,-5.00%,3174.21,3454.02,275801184,29692582.00
2009-07-28,3434.32,3438.37,3.16,0.09%,3392.43,3439.92,204245808,24363920.00
2009-07-27,3377.72,3435.21,62.61,1.86%,3376.29,3435.93,197623648,24059066.00
2009-07-24,3343.76,3372.60,44.11,1.33%,3306.91,3398.05,189738688,22358694.00
2009-07-23,3301.10,3328.49,31.88,0.97%,3289.22,3331.06,166397744,19539968.00
2009-07-22,3207.99,3296.61,83.41,2.60%,3207.26,3301.43,168213040,20590436.00
2009-07-21,3275.67,3213.21,-53.71,-1.64%,3207.50,3279.59,197565888,23228394.00
2009-07-20,3203.89,3266.92,77.18,2.42%,3192.90,3269.18,198870800,23413766.00
2009-07-17,3181.06,3189.74,6.00,0.19%,3158.57,3197.23,164690672,18662748.00
2009-07-16,3209.77,3183.74,-4.81,-0.15%,3175.96,3221.07,191230176,21840554.00
2009-07-15,3156.62,3188.55,43.39,1.38%,3156.62,3188.91,195911472,21764840.00
2009-07-14,3088.58,3145.16,64.60,2.10%,3088.58,3147.59,161688480,17831026.00
2009-07-13,3098.96,3080.56,-33.38,-1.07%,3076.30,3112.88,156610064,17277320.00
2009-07-10,3124.79,3113.93,-9.10,-0.29%,3099.99,3140.04,161162272,17815652.00
2009-07-09,3073.52,3123.03,42.26,1.37%,3064.21,3123.51,167287872,18434094.00
2009-07-08,3057.46,3080.77,-8.68,-0.28%,3011.21,3097.96,155489184,17073020.00
2009-07-07,3118.27,3089.45,-35.22,-1.13%,3077.48,3130.07,178775744,18805308.00
2009-07-06,3091.48,3124.67,36.30,1.18%,3090.10,3128.31,183237328,20390626.00
2009-07-03,3035.81,3088.37,28.11,0.92%,3029.55,3088.86,159467952,17743770.00
2009-07-02,3015.08,3060.25,52.10,1.73%,3015.08,3062.56,161960288,18110640.00
2009-07-01,2950.17,3008.15,48.79,1.65%,2947.69,3009.71,138250144,15378758.00
